lm,item,hypothesis_id,hypothesis_instance,adaptation_dative,best_lr,best_val_performance,best_epoch,initial_delta,initial_do_pref,initial_do_mean,initial_pp_mean,final_delta,final_do_pref,final_do_mean,final_pp_mean,best_delta,best_do_pref,best_do_mean,best_pp_mean
raw,1,1,1,pp,0.1,2.609710216522217,41,-0.4734661306653704,0.12714285714285714,-7.845156422342573,-7.3716902916772025,-1.3877992217881339,0.024285714285714285,-8.077809423719133,-6.690010201931,-1.3504905891418457,0.011428571428571429,-7.63001727274486,-6.279526683603014
raw,1,1,1,do,0.1,2.228713453610739,20,-0.4734156356539045,0.12714285714285714,-7.850956939969744,-7.377541304315839,-0.935936997958592,0.03142857142857143,-8.520782834461757,-7.584845836503165,-0.8280359411239624,0.02,-7.424949710028512,-6.59691376890455
raw,2,1,2,do,0.1,2.650945528348288,33,-0.4731592702865601,0.12571428571428572,-7.84908449104854,-7.375925220761981,-0.9823074841499329,0.09,-7.372391892501286,-6.3900844083513535,-0.8625768736430577,0.05857142857142857,-7.195047288962773,-6.332470415319715
raw,2,1,2,pp,0.1,2.4755911970138555,18,-0.472703652381897,0.12857142857142856,-7.849421831539699,-7.376718179157802,-1.0479008047921317,0.14285714285714285,-8.665311002390725,-7.617410197598594,-1.1648505003111702,0.04428571428571428,-6.9923486280441285,-5.827498127732958
raw,3,1,3,pp,0.1,2.160161852836609,46,-0.473388751574925,0.12714285714285714,-7.850434984479632,-7.377046232904707,-1.3211445331573486,0.04428571428571428,-7.014424338000161,-5.693279804842812,-1.2962586109978813,0.04428571428571428,-6.6472264395441325,-5.350967828546252
raw,3,1,3,do,0.1,2.9729381863276156,36,-0.47261240482330324,0.12714285714285714,-7.844612111364092,-7.371999706540789,-0.8034480960028512,0.15285714285714286,-7.010394664491926,-6.206946568489075,-0.9941573248590742,0.11571428571428571,-7.694944369792938,-6.700787044933864
raw,4,1,4,pp,0.1,2.7410777282714847,23,-0.47252439635140553,0.12857142857142856,-7.84388705594199,-7.371362659590585,-1.428120893750872,0.03857142857142857,-8.585246047973634,-7.1571251542227605,-1.857532275404249,0.017142857142857144,-7.917629174504961,-6.060096899100713
raw,4,1,4,do,0.1,2.6700755564371743,28,-0.47317272458757675,0.12714285714285714,-7.848933066640582,-7.375760342053004,-0.7746937492915562,0.13142857142857142,-8.701929997716631,-7.927236248425075,-0.4984116234098162,0.15285714285714286,-7.1707351098741805,-6.672323486464364
raw,5,1,5,do,0.1,2.280193281173707,20,-0.4728869642530169,0.12714285714285714,-7.850185640198844,-7.377298675945827,-0.45070417301995414,0.19142857142857142,-6.33229193346841,-5.881587760448456,-0.6605243250301907,0.11428571428571428,-5.90487512077604,-5.2443507957458495
raw,5,1,5,pp,0.1,2.5600574858983354,33,-0.47331493513924733,0.12857142857142856,-7.853480636051723,-7.3801657009124755,-1.2396587807791575,0.007142857142857143,-7.754229503359113,-6.514570722579956,-1.1860670495033263,0.01,-7.053324148995536,-5.8672570994922095
raw,6,2,1,pp,0.1,3.1779755719502774,40,-0.47317833764212475,0.12714285714285714,-7.849676495279585,-7.37649815763746,-1.4420362659863064,0.09142857142857143,-8.05175664118358,-6.609720375197274,-1.3953480175563266,0.09571428571428571,-8.285324585097177,-6.88997656754085
raw,6,2,1,do,0.1,0.02538896878560415,34,-0.4728141164779663,0.12714285714285714,-7.8478224645342145,-7.375008348056248,-0.7987399707521711,0.22857142857142856,-12.032318429265704,-11.233578458513533,-0.4166226407459804,0.35,-10.800924285479955,-10.384301644733974
raw,7,2,2,pp,0.1,2.8765626827875774,23,-0.47326458045414516,0.12428571428571429,-7.8495912967409405,-7.376326716286796,-1.3720925038201468,0.03857142857142857,-8.009103479385375,-6.63701097556523,-1.2655857920646667,0.015714285714285715,-7.719888120038169,-6.454302327973502
raw,7,2,2,do,0.01,0.03746666590372705,23,-0.47296708311353414,0.12714285714285714,-7.851543849536351,-7.378576766422817,-0.27600576060158866,0.3442857142857143,-5.785798733234405,-5.509792972632817,-0.5211189838818141,0.12428571428571429,-5.5221665930747985,-5.001047609192985
