lm,item,hypothesis_id,hypothesis_instance,adaptation_dative,best_lr,best_val_performance,best_epoch,initial_delta,initial_do_pref,initial_do_mean,initial_pp_mean,final_delta,final_do_pref,final_do_mean,final_pp_mean,best_delta,best_do_pref,best_do_mean,best_pp_mean
raw,1,1,1,pp,0.1,4.327775874137878,50,-0.6492887006487165,0.07714285714285714,-7.548178108079093,-6.898889407430376,-1.2175293629510062,0.047142857142857146,-7.234369720050267,-6.016840357099261,-1.0696703655379158,0.045714285714285714,-6.685014288084847,-5.6153439225469315
raw,1,1,1,do,0.1,4.102130630811054,68,-0.6494759859357562,0.07714285714285714,-7.549559191295079,-6.900083205359323,-0.5923680983270918,0.15,-7.103020279748099,-6.510652181421007,-0.5870052668026515,0.14857142857142858,-7.104556945392064,-6.517551678589412
raw,2,1,2,do,0.1,4.15656041463216,39,-0.6477791684014457,0.07714285714285714,-7.546979919842311,-6.8992007514408655,-1.406178182874407,0.08714285714285715,-8.948735008239746,-7.542556825365339,-1.2761289548873902,0.09857142857142857,-8.758537511825562,-7.4824085569381715
raw,2,1,2,pp,0.1,4.157176837921144,61,-0.6488236597606114,0.07714285714285714,-7.547296361242021,-6.898472701481411,-1.388436358656202,0.09142857142857143,-8.948243929658616,-7.559807571002415,-1.4379673048428128,0.09142857142857143,-9.052884104251861,-7.614916799409049
raw,3,1,3,pp,0.1,1.0880137411753328,70,-0.6492030933925084,0.07714285714285714,-7.551934582846505,-6.902731489453997,-3.192631962639945,0.08142857142857143,-14.924002250262669,-11.731370287622724,-3.192631962639945,0.08142857142857143,-14.924002250262669,-11.731370287622724
raw,3,1,3,do,0.1,4.3182937558492025,37,-0.6483693586077008,0.07714285714285714,-7.548146048954555,-6.8997766903468545,-1.070394447190421,0.3142857142857143,-11.245788375309536,-10.175393928119114,-1.1141619498389108,0.13142857142857142,-8.168537572792598,-7.054375622953687
raw,4,1,4,pp,0.1,3.2749285618464157,28,-0.6489991651262556,0.07714285714285714,-7.548727062770299,-6.899727897644043,-1.3121644282341003,0.01,-7.688571676526751,-6.376407248292651,-1.0782011682646615,0.015714285714285715,-7.314116971492767,-6.235915803228106
raw,4,1,4,do,0.1,3.1993581565221163,70,-0.6484663615907942,0.07714285714285714,-7.553185482025146,-6.904719120434352,-0.7304115019525801,0.15428571428571428,-7.096153855664389,-6.365742353711809,-0.7304115019525801,0.15428571428571428,-7.096153855664389,-6.365742353711809
raw,5,1,5,do,0.1,6.491562015215555,70,-0.6483501734052386,0.07714285714285714,-7.551186196463449,-6.90283602305821,-0.8125000749315534,0.08571428571428572,-5.834683059283665,-5.022182984352112,-0.8125000749315534,0.08571428571428572,-5.834683059283665,-5.022182984352112
raw,5,1,5,pp,0.1,3.740029571851095,70,-0.6476575313295637,0.07714285714285714,-7.5482643018450055,-6.9006067705154415,-1.033914906978607,0.047142857142857146,-6.27286733354841,-5.238952426569802,-1.033914906978607,0.047142857142857146,-6.27286733354841,-5.238952426569802
raw,6,2,1,pp,0.1,0.9381366666158044,58,-0.6481634937013898,0.07714285714285714,-7.548321168763297,-6.900157675061907,-2.819497912440981,0.002857142857142857,-10.622591670581272,-7.8030937581402915,-2.924569136926106,0.002857142857142857,-10.616809678077697,-7.692240541151592
raw,6,2,1,do,0.1,1.4457387653986622,70,-0.6482135949816022,0.07714285714285714,-7.5507126167842324,-6.90249902180263,-0.6897741041864668,0.16142857142857142,-7.982081361838749,-7.292307257652283,-0.6897741041864668,0.16142857142857142,-7.982081361838749,-7.292307257652283
raw,7,2,2,pp,0.1,2.3905576721827195,70,-0.6490890155519758,0.07714285714285714,-7.548202676773071,-6.8991136612210955,-1.3086151017461505,0.037142857142857144,-7.073077075822013,-5.7644619740758625,-1.3086151017461505,0.037142857142857144,-7.073077075822013,-5.7644619740758625
raw,7,2,2,do,0.1,3.014461731910705,29,-0.6481394604274204,0.07714285714285714,-7.548459904534476,-6.900320444107056,-0.47102821350097657,0.3385714285714286,-9.807976522105081,-9.336948308604104,-0.4248558030809675,0.34285714285714286,-7.589411665371486,-7.164555862290519
raw,8,2,3,do,0.1,3.420612425804137,46,-0.6489745569229126,0.07714285714285714,-7.551093253408159,-6.902118696485247,-0.8674536568777902,0.2357142857142857,-9.01020410980497,-8.142750452927181,-0.8899266077790942,0.23857142857142857,-8.400047304119383,-7.510120696340288
raw,8,2,3,pp,0.1,4.183724222183228,32,-0.6483622884750366,0.07714285714285714,-7.54910847050803,-6.900746182032994,-1.3588136213166373,0.04,-8.350441028050014,-6.991627406733377,-1.1278848603793552,0.027142857142857142,-7.150634605203356,-6.022749744824001
raw,9,2,4,pp,0.1,3.5078577931722013,30,-0.6478827456065587,0.07714285714285714,-7.546057710647583,-6.898174965041024,-1.6114370925085886,0.23,-12.025517268180847,-10.41408017567226,-1.4986248401233129,0.05714285714285714,-7.50555257661002,-6.006927736486707
raw,9,2,4,do,0.1,6.086551017761231,70,-0.64849953855787,0.07714285714285714,-7.550264169829233,-6.901764631271362,-1.5649652767181397,0.14,-9.361938088621413,-7.796972811903272,-1.5649652767181397,0.14,-9.361938088621413,-7.796972811903272
raw,10,2,5,pp,0.1,2.8316822719573977,28,-0.6473617506027222,0.07714285714285714,-7.54939051423754,-6.902028763634818,-1.89722396339689,0.16714285714285715,-11.855194687162127,-9.957970723765238,-2.2128201052120753,0.05,-9.287513903890337,-7.074693798678262
raw,10,2,5,do,0.1,4.135470177332561,43,-0.6483463546207973,0.07714285714285714,-7.546109183175223,-6.897762828554426,-0.5836088817460197,0.2342857142857143,-6.951733742100852,-6.368124860354833,-0.6553905252047948,0.2814285714285714,-7.261695332186562,-6.606304806981768
raw,11,3,1,do,0.1,1.0511835479736327,5,-0.6475692047391619,0.07714285714285714,-7.545042362894331,-6.897473158155169,-0.5676317283085415,0.41714285714285715,-15.337003130231585,-14.769371401923044,-0.4037886779648917,0.22142857142857142,-5.326363529818399,-4.922574851853507
raw,11,3,1,pp,0.1,1.4717724037170408,8,-0.6475386360713414,0.07714285714285714,-7.546814366068159,-6.899275729996817,-3.2905346611567907,0.14857142857142858,-17.692037296295165,-14.401502635138375,-1.4159186175891332,0.032857142857142856,-5.67537412745612,-4.259455509866987
raw,12,3,2,do,0.1,3.306711950302124,24,-0.6478213896070207,0.07714285714285714,-7.5486705037525725,-6.900849114145552,-0.8935263017245701,0.19285714285714287,-8.928653181621007,-8.035126879896437,-0.9771246463911873,0.15142857142857144,-7.521966948849815,-6.544842302458627
raw,12,3,2,pp,0.1,3.1032394806543984,21,-0.6479269054957798,0.07714285714285714,-7.545942545618329,-6.89801564012255,-2.1726294929640635,0.09714285714285714,-9.877749526160104,-7.7051200331960406,-1.8698942230428968,0.05,-7.125123234135764,-5.255229011092867
raw,13,3,3,do,0.05,1.1881157175699864,70,-0.6485353892190115,0.07714285714285714,-7.5488988201958795,-6.900363430976868,-0.5541264002663748,0.18714285714285714,-7.751931158474513,-7.197804758208139,-0.5541264002663748,0.18714285714285714,-7.751931158474513,-7.197804758208139
raw,13,3,3,pp,0.1,2.2982273546854657,70,-0.6482384272984096,0.07714285714285714,-7.550086013248989,-6.901847585950579,-1.1949893164634704,0.13428571428571429,-9.035103867394584,-7.840114550931113,-1.1949893164634704,0.13428571428571429,-9.035103867394584,-7.840114550931113
raw,14,3,4,do,0.1,5.685563977559408,34,-0.6482103790555681,0.07714285714285714,-7.54829505443573,-6.900084675380162,-1.1865964252608163,0.1457142857142857,-10.262236167362758,-9.075639742101941,-0.9900509473255702,0.13,-9.09603708062853,-8.105986133302961
raw,14,3,4,pp,0.1,3.780046275456746,37,-0.6481904023034232,0.07714285714285714,-7.551195685522897,-6.903005283219474,-2.1248732124056136,0.08571428571428572,-11.837010671070644,-9.71213745866503,-2.2219124358040947,0.041428571428571426,-11.277450878960746,-9.055538443156651
raw,15,3,5,pp,0.1,2.3045828596750884,70,-0.6482226385389056,0.07714285714285714,-7.55245564528874,-6.904233006749834,-1.3403069983209883,0.018571428571428572,-7.408062201568058,-6.067755203247071,-1.3403069983209883,0.018571428571428572,-7.408062201568058,-6.067755203247071
raw,15,3,5,do,0.1,3.0941290171941134,70,-0.6480451399939401,0.07714285714285714,-7.550758723531451,-6.90271358353751,-0.5777195811271667,0.18285714285714286,-7.087346601826804,-6.509627020699638,-0.5777195811271667,0.18285714285714286,-7.087346601826804,-6.509627020699638
