idx,dative,best_lr,best_wd,best_epoch,verbhood_diff,do,pp
1,do,0.05,0.0,66,1.3122953224182128,-8.371917192863696,-6.597682399219937
2,pp,0.05,0.0,19,1.5377009367942813,-5.08507195819508,-4.348658434549967
3,do,0.05,0.0,6,0.17153382539749096,-5.451026685310133,-4.758027958869934
4,pp,0.05,0.0,24,0.7190659773349761,-6.3291287205436015,-5.405602471033732
5,do,0.05,0.0,33,0.855483920574188,-7.37924535780242,-6.564955639839172
6,pp,0.05,0.0,70,1.2869777202606212,-7.472267132094412,-6.553622460365295
7,do,0.05,0.0,14,0.2759000921249388,-6.565262070569125,-6.182439083523221
8,pp,0.05,0.0,6,0.3359330332279198,-4.868561883406206,-4.089187995592753
9,do,0.05,0.0,20,0.4016163563728332,-6.189327440839826,-5.369095730781555
10,pp,0.05,0.0,70,1.036825573444366,-7.155411689931696,-6.178232147958544
11,do,0.05,0.0,5,0.6908392632007603,-5.335747395139752,-4.771183376842075
12,pp,0.05,0.0,11,1.0959833312034606,-5.325853628100771,-4.673476084073385
13,do,0.05,0.0,16,1.355107617378235,-5.823455692060066,-4.698879313468933
14,pp,0.05,0.0,38,1.3765091288089755,-6.802497927347819,-5.716331354777018
15,do,0.05,0.0,12,1.1256593024730686,-5.84946062781594,-5.0214044597413805
16,pp,0.05,0.0,23,1.2854591572284688,-5.6474086905970715,-4.904703741603427
17,do,0.05,0.0,9,1.269411031007766,-4.900066757202149,-4.684091390503777
18,pp,0.05,0.0,66,1.5286557710170756,-6.671673367240212,-6.080237317085266
19,do,0.05,0.0,17,1.2182965910434724,-6.003579875194665,-5.096591647466024
20,pp,0.05,0.0,40,1.6614859521389,-5.830500588272557,-5.296253826883104
21,do,0.05,0.0,12,1.1108797013759615,-4.523140915957364,-4.616138029098511
22,pp,0.05,0.0,11,1.4930094206333164,-4.7263354474847965,-4.302837371826172
23,do,0.05,0.0,14,1.6243308603763582,-5.543075581752893,-4.455220050281948
24,pp,0.05,0.0,20,1.07626522898674,-6.00045836911057,-5.290332836574978
25,do,0.05,0.0,14,2.5218241691589354,-5.255234396818913,-4.707009487681919
26,pp,0.05,0.0,36,1.9062074267864233,-6.276036714785027,-5.71053441895379
27,do,0.05,0.0,11,1.3142716467380522,-4.804791171622999,-4.148850438329909
28,pp,0.05,0.0,65,1.1185447359085083,-5.734805091222127,-5.155071642663744
29,do,0.05,0.0,15,1.8733386826515197,-5.852177765875152,-5.367400924364726
30,pp,0.05,0.0,54,1.675194858312608,-6.12626967719107,-5.618915224075318
31,do,0.05,0.0,70,3.263336569070816,-8.923477912671638,-6.720721260706584
32,pp,0.05,0.0,30,2.6531513559818265,-5.535147075942068,-5.224133976300558
33,do,0.05,0.0,13,-0.21532421827316295,-5.426057208668102,-5.026453097661336
34,pp,0.05,0.0,34,1.0254899156093593,-7.186080970186175,-6.386896742714776
