train_loss,val_performance
6.683892250061035,-0.784407811164856
6.675790786743164,-0.7824873940149937
6.667663097381592,-0.780539684295654
6.659585952758789,-0.7785094340642296
6.651495456695557,-0.7763949060440059
6.643461227416992,-0.7742983214060457
6.635517120361328,-0.7721515019734708
6.627604007720947,-0.7699363740285241
6.619589805603027,-0.7676693630218505
6.611532211303711,-0.7653469912211097
6.603409290313721,-0.7629581801096599
6.595329284667969,-0.7605056889851891
6.587277412414551,-0.7579818534851075
6.579198360443115,-0.7554701757431035
6.571133136749268,-0.7529652865727741
6.562916278839111,-0.7504064114888509
6.554690837860107,-0.7478165292739867
6.5464348793029785,-0.7452081505457562
6.538195610046387,-0.7425644683837893
6.529973030090332,-0.7398884073893228
6.521719932556152,-0.737195434570312
6.513529300689697,-0.7344930791854853
6.505364418029785,-0.7317977682749426
6.497167587280273,-0.729067958196004
6.488879680633545,-0.7262739149729409
6.480520248413086,-0.7234145069122313
6.472238063812256,-0.7205030155181884
6.464052200317383,-0.7175797287623089
6.455923080444336,-0.7146523189544682
6.447752952575684,-0.7117257181803387
6.439582347869873,-0.7087709379196161
6.431225299835205,-0.7058072280883794
6.422836780548096,-0.702833391825358
6.414423942565918,-0.6998938004175823
6.406093597412109,-0.6969881137212122
6.39776086807251,-0.6940721893310551
6.389471530914307,-0.6911563809712726
6.381204128265381,-0.6882541179656982
6.37283182144165,-0.6853545490900679
6.364391803741455,-0.6824704551696783
6.35589599609375,-0.679589861234029
6.347400665283203,-0.6767271343866978
6.338822841644287,-0.6738478247324631
6.330183029174805,-0.6709671958287551
6.321521759033203,-0.6680992396672565
6.312785625457764,-0.6653213421503699
6.304051399230957,-0.6626035245259603
6.295094966888428,-0.659879139264425
6.285966396331787,-0.6571496105194088
6.276765823364258,-0.6544191090265912
6.2676005363464355,-0.651693015098572
6.258374214172363,-0.6489624929428102
6.248977184295654,-0.6461883592605586
6.239469528198242,-0.6433833694458002
6.229921817779541,-0.6405801471074426
6.220325946807861,-0.637783551216125
6.210684776306152,-0.6349596707026164
6.201081275939941,-0.63214350382487
6.191482067108154,-0.6293250242869064
6.181902885437012,-0.6265319077173865
6.17232608795166,-0.6237498410542806
6.162899971008301,-0.6209760220845535
6.153430461883545,-0.6182089916865037
6.143856525421143,-0.6154058011372889
6.1341400146484375,-0.6125389925638842
6.124424457550049,-0.6096293862660724
6.114697456359863,-0.6067340024312333
6.1049485206604,-0.6038182051976522
6.095138072967529,-0.6008839718500774
6.08539342880249,-0.5979399283727016
