item_id,hypothesis_id,hypothesis_instance,lr,adaptation_dative,generalization_dative,logprob
1,1,1,0.1,do,do,-5.618553932383657
1,1,1,0.1,do,pp,-5.277473025396466
10,1,5,0.1,pp,do,-5.883725281432271
10,1,5,0.1,pp,pp,-5.2595901969820265
100,10,5,0.1,pp,do,-6.448989474773407
100,10,5,0.1,pp,pp,-5.811356829106808
1000,100,5,0.1,pp,do,-5.917060558870435
1000,100,5,0.1,pp,pp,-5.1334303468465805
1001,101,1,0.1,do,do,-4.619446041435003
1001,101,1,0.1,do,pp,-4.3453345112502575
1002,101,2,0.1,do,do,-5.909618414379656
1002,101,2,0.1,do,pp,-5.507708290591836
1003,101,3,0.1,do,do,-6.445147322118283
1003,101,3,0.1,do,pp,-6.003132321313023
1004,101,4,0.01,do,do,-5.385521941259503
1004,101,4,0.01,do,pp,-5.247788101807236
1005,101,5,0.1,do,do,-4.1494145832955835
1005,101,5,0.1,do,pp,-4.1769748095422985
1006,101,1,0.1,pp,do,-5.23753184825182
1006,101,1,0.1,pp,pp,-4.683468914404512
1007,101,2,0.1,pp,do,-4.919939919747412
1007,101,2,0.1,pp,pp,-4.3738874977454545
1008,101,3,0.1,pp,do,-5.631813434138894
1008,101,3,0.1,pp,pp,-4.835733597353101
1009,101,4,0.1,pp,do,-5.670444612577557
1009,101,4,0.1,pp,pp,-5.07631445787847
101,11,1,0.1,do,do,-5.6310823049396275
101,11,1,0.1,do,pp,-5.540995058789849
1010,101,5,0.1,pp,do,-4.381569947302341
1010,101,5,0.1,pp,pp,-3.9344216249883175
1011,102,1,0.1,do,do,-5.756633698940277
1011,102,1,0.1,do,pp,-5.584463229030371
1012,102,2,0.1,do,do,-4.5270534917712215
1012,102,2,0.1,do,pp,-4.698355295136571
1013,102,3,0.1,do,do,-5.326851126179099
1013,102,3,0.1,do,pp,-5.184661535173655
1014,102,4,0.01,do,do,-5.170870677381754
1014,102,4,0.01,do,pp,-4.984109580889344
1015,102,5,0.1,do,do,-4.477892761304974
1015,102,5,0.1,do,pp,-4.385918290913105
1016,102,1,0.1,pp,do,-5.263785442337394
1016,102,1,0.1,pp,pp,-4.8131079345941545
1017,102,2,0.1,pp,do,-5.972282747924328
1017,102,2,0.1,pp,pp,-5.4103902373462915
1018,102,3,0.1,pp,do,-6.035707876086235
1018,102,3,0.1,pp,pp,-5.315859801322222
1019,102,4,0.1,pp,do,-5.19977613389492
1019,102,4,0.1,pp,pp,-4.7792555067688225
102,11,2,0.1,do,do,-5.182653656229377
102,11,2,0.1,do,pp,-4.903006677702069
1020,102,5,0.1,pp,do,-5.157245405390858
1020,102,5,0.1,pp,pp,-4.59002298861742
1021,103,1,0.1,do,do,-5.696355089172721
1021,103,1,0.1,do,pp,-5.242474771663547
1022,103,2,0.1,do,do,-5.553924850001931
1022,103,2,0.1,do,pp,-5.2312014803290365
1023,103,3,0.1,do,do,-5.77658569701016
1023,103,3,0.1,do,pp,-5.389548693597317
1024,103,4,0.1,do,do,-4.157207086868584
1024,103,4,0.1,do,pp,-4.0732915125787255
1025,103,5,0.1,do,do,-5.024852684140205
1025,103,5,0.1,do,pp,-5.095566609501839
1026,103,1,0.1,pp,do,-5.791662785410881
1026,103,1,0.1,pp,pp,-5.167743412218988
1027,103,2,0.1,pp,do,-6.509168535098434
1027,103,2,0.1,pp,pp,-5.532306857034564
1028,103,3,0.1,pp,do,-6.175660468265415
1028,103,3,0.1,pp,pp,-5.30566377453506
1029,103,4,0.1,pp,do,-4.471978949382901
1029,103,4,0.1,pp,pp,-4.030753321945667
103,11,3,0.1,do,do,-4.784545220434666
103,11,3,0.1,do,pp,-4.71084910184145
1030,103,5,0.1,pp,do,-6.5936583269387485
1030,103,5,0.1,pp,pp,-5.757515381649137
1031,104,1,0.1,do,do,-6.966747593134642
1031,104,1,0.1,do,pp,-6.568547482788563
1032,104,2,0.1,do,do,-5.442435915768146
1032,104,2,0.1,do,pp,-5.244023612514138
1033,104,3,0.1,do,do,-4.657512955740094
