lm,item,hypothesis_id,hypothesis_instance,adaptation_dative,best_lr,best_val_performance,best_epoch,initial_delta,initial_do_pref,initial_do_mean,initial_pp_mean,final_delta,final_do_pref,final_do_mean,final_pp_mean,best_delta,best_do_pref,best_do_mean,best_pp_mean
smolm-autoreg-bpe-seed_666,1,1,1,pp,0.1,2.1700210714340207,27,-0.6281315796715873,0.08285714285714285,-7.611883510180882,-6.983751930509295,-0.9237432156290327,0.015714285714285715,-5.594817771230425,-4.671074555601392,-0.8663519440378462,0.0014285714285714286,-5.18734354530062,-4.320991601262774
smolm-autoreg-bpe-seed_666,1,1,1,do,0.1,2.9429518826802585,61,-0.6290320593970162,0.08428571428571428,-7.607878999710083,-6.978846940313066,-0.7103931665420532,0.26571428571428574,-8.059233651501792,-7.348840484959738,-0.657008753504072,0.2757142857142857,-7.9472327157429286,-7.290223962238857
smolm-autoreg-bpe-seed_666,2,1,2,do,0.1,4.179146275520325,70,-0.6285922997338431,0.08428571428571428,-7.608184330804008,-6.9795920310701645,-0.7578124012265887,0.12285714285714286,-7.11992559841701,-6.362113197190421,-0.7578124012265887,0.12285714285714286,-7.11992559841701,-6.362113197190421
smolm-autoreg-bpe-seed_666,2,1,2,pp,0.1,2.9920520496368406,45,-0.6304266950062343,0.08285714285714285,-7.615957645007542,-6.985530950001308,-1.2042027599470957,0.055714285714285716,-6.965453632899693,-5.761250872952598,-1.2765882308142527,0.05,-7.190943490777697,-5.914355259963444
smolm-autoreg-bpe-seed_666,3,1,3,pp,0.1,1.8958455228805544,29,-0.6281002821241106,0.08285714285714285,-7.609108922140939,-6.981008640016828,-1.1078559732437134,0.08,-6.202024469716208,-5.094168496472495,-1.2173004923548016,0.04,-6.24205630506788,-5.024755812713078
smolm-autoreg-bpe-seed_666,3,1,3,do,0.1,4.616831057866413,70,-0.6289359569549561,0.08428571428571428,-7.610622324262347,-6.981686367307391,-1.2235033440589904,0.07,-7.827205591201782,-6.603702247142792,-1.2235033440589904,0.07,-7.827205591201782,-6.603702247142792
smolm-autoreg-bpe-seed_666,4,1,4,pp,0.1,3.469728519121805,68,-0.6292369270324707,0.08285714285714285,-7.610001748629979,-6.980764821597508,-0.9394637673241751,0.05142857142857143,-5.822567860058376,-4.8831040927342,-0.9420880147389004,0.047142857142857146,-5.825350613253457,-4.883262598514557
smolm-autoreg-bpe-seed_666,4,1,4,do,0.1,1.849653469721476,34,-0.6289038835253035,0.08428571428571428,-7.611277679715838,-6.982373796190534,-0.8400136208534241,0.11,-7.168624273027692,-6.328610652174269,-1.029218204362052,0.025714285714285714,-8.120674268858773,-7.091456064496722
smolm-autoreg-bpe-seed_666,5,1,5,do,0.1,1.6455665922164906,61,-0.6281502628326416,0.08428571428571428,-7.613234312874931,-6.985084050042289,-0.6280489676339286,0.16142857142857142,-6.401197238649641,-5.773148271015712,-0.6411376217433384,0.16142857142857142,-6.2877586306844435,-5.646621008941105
smolm-autoreg-bpe-seed_666,5,1,5,pp,0.1,2.098906103769938,25,-0.6279136739458356,0.08285714285714285,-7.610144508906773,-6.982230834960937,-1.0826014763968332,0.03857142857142857,-7.089961715085166,-6.0073602386883325,-1.0729194736480714,0.025714285714285714,-6.888524229185922,-5.8156047555378505
smolm-autoreg-bpe-seed_666,6,2,1,pp,0.1,4.614681754112244,70,-0.6278148719242641,0.08571428571428572,-7.608565827778407,-6.980750955854144,-1.4893574547767638,0.04857142857142857,-6.722354204654693,-5.2329967498779295,-1.4893574547767638,0.04857142857142857,-6.722354204654693,-5.2329967498779295
smolm-autoreg-bpe-seed_666,6,2,1,do,0.01,-0.03331439495086652,70,-0.6287090165274484,0.08428571428571428,-7.611096183231899,-6.98238716670445,-0.3238244683401925,0.3171428571428571,-5.577320858751024,-5.253496390410832,-0.3238244683401925,0.3171428571428571,-5.577320858751024,-5.253496390410832
smolm-autoreg-bpe-seed_666,7,2,2,pp,0.1,2.0457845671971633,28,-0.6280036919457572,0.08285714285714285,-7.611571505410331,-6.983567813464574,-1.9567209454945156,0.017142857142857144,-7.863298706327166,-5.906577760832651,-1.2490484932490757,0.06571428571428571,-6.242067540713719,-4.993019047464643
smolm-autoreg-bpe-seed_666,7,2,2,do,0.05,0.49800836881001764,16,-0.6280566944394793,0.08428571428571428,-7.606263202939715,-6.978206508500236,-0.8732721829414367,0.33285714285714285,-8.719871304035188,-7.84659912109375,-0.5382906637872968,0.3385714285714286,-6.770077257156372,-6.231786593369075
smolm-autoreg-bpe-seed_666,8,2,3,do,0.1,2.024094171524049,49,-0.6273889752796719,0.08285714285714285,-7.6106639644077845,-6.9832749891281125,-0.3771742054394313,0.30142857142857143,-6.727971517358507,-6.350797311919076,-0.34945483650479997,0.30714285714285716,-6.597561756542751,-6.248106920037951
smolm-autoreg-bpe-seed_666,8,2,3,pp,0.1,3.9262122392654426,70,-0.6283629049573626,0.08428571428571428,-7.609534658023289,-6.981171753065927,-1.235911430631365,0.11285714285714285,-6.231032204627991,-4.995120773996626,-1.235911430631365,0.11285714285714285,-6.231032204627991,-4.995120773996626
