item_id,do_score,pp_score
1,-6.1636738777160645,-5.533143520355225
2,-5.957893371582031,-5.7621049880981445
3,-6.034556865692139,-5.561965465545654
4,-5.86704158782959,-5.529677391052246
5,-7.526820659637451,-6.879873275756836
6,-6.743027687072754,-6.212100982666016
7,-7.11318302154541,-6.285634994506836
8,-6.319384574890137,-5.653350353240967
9,-6.254740238189697,-5.631464004516602
10,-6.271315574645996,-5.650918483734131
11,-6.361905574798584,-5.826074123382568
12,-6.04709005355835,-6.0318779945373535
13,-5.786134719848633,-5.631303787231445
14,-6.419252872467041,-6.308438777923584
15,-5.6803202629089355,-5.564423561096191
16,-6.7931742668151855,-6.550015449523926
17,-6.530712604522705,-5.920721530914307
18,-6.371448516845703,-6.006298065185547
19,-6.428030490875244,-6.3434600830078125
20,-6.506172180175781,-6.168588161468506
21,-8.062559127807617,-6.879796981811523
22,-5.995750427246094,-5.279712200164795
23,-6.4444732666015625,-5.365050315856934
24,-6.663234710693359,-5.818276882171631
25,-6.241693496704102,-5.582698345184326
26,-7.486695289611816,-6.5503010749816895
27,-6.901181221008301,-5.867950439453125
28,-6.519661903381348,-5.782724380493164
29,-6.860179901123047,-5.818809986114502
30,-5.932161808013916,-5.2932538986206055
31,-7.236576557159424,-6.469371795654297
32,-7.099422454833984,-6.449655532836914
33,-6.67542028427124,-6.151529312133789
34,-5.6757965087890625,-5.269792556762695
35,-7.462697982788086,-6.808631896972656
36,-6.299581527709961,-6.014374732971191
37,-6.308752059936523,-5.869750022888184
38,-6.132654190063477,-6.183468818664551
39,-6.681440353393555,-6.3861212730407715
40,-6.034605026245117,-5.994972229003906
41,-5.670797824859619,-5.426909923553467
42,-6.53283166885376,-6.394294261932373
43,-7.069667339324951,-6.472278594970703
44,-7.103926658630371,-6.895532131195068
45,-6.207886219024658,-6.19168758392334
46,-6.8516459465026855,-6.1133928298950195
47,-6.269427299499512,-5.593599319458008
48,-6.966241836547852,-6.26280403137207
49,-6.456040859222412,-5.771450996398926
50,-5.945963382720947,-5.892353057861328
51,-6.236602783203125,-5.90371561050415
52,-5.531766414642334,-5.503761291503906
53,-6.7968854904174805,-6.250471115112305
54,-6.605071544647217,-6.061891078948975
55,-4.963946342468262,-4.902308464050293
56,-6.31348991394043,-5.738285541534424
57,-6.152448654174805,-5.284088611602783
58,-5.963242530822754,-5.221591472625732
59,-5.852823257446289,-4.993794918060303
60,-5.587152481079102,-5.238264560699463
61,-5.579277038574219,-5.321008682250977
62,-6.554586887359619,-6.5623321533203125
63,-7.7497124671936035,-7.369419097900391
64,-6.649555683135986,-6.435494422912598
65,-5.914964199066162,-5.643765449523926
66,-7.307974815368652,-6.969587326049805
67,-6.024817943572998,-5.903298377990723
68,-5.52644681930542,-5.332099437713623
69,-7.2878265380859375,-7.051774978637695
70,-5.529154300689697,-5.211985111236572
71,-6.14789342880249,-5.5988874435424805
72,-5.811615467071533,-5.587131500244141
73,-7.708509922027588,-6.3836445808410645
74,-6.063865661621094,-6.093802452087402
75,-5.808487415313721,-5.542664051055908
76,-5.914017677307129,-5.346389293670654
77,-5.913451194763184,-5.20725679397583
78,-6.314624309539795,-5.624453544616699
79,-6.585255146026611,-5.6629133224487305
80,-6.252406597137451,-5.67998743057251
81,-6.827391147613525,-5.9995551109313965
82,-6.169166088104248,-5.868500232696533
83,-8.134806632995605,-6.8009209632873535
84,-6.520327091217041,-6.129090785980225
85,-6.194450378417969,-6.025989532470703
86,-6.526611328125,-5.813672065734863
87,-6.514019966125488,-5.627089023590088
88,-7.105650901794434,-6.1033830642700195
89,-7.121004581451416,-5.906008243560791
90,-6.139463424682617,-5.733077526092529
91,-6.899925231933594,-6.172706127166748
92,-7.165203094482422,-6.349252223968506
93,-7.8408331871032715,-6.6329426765441895
94,-6.557008743286133,-6.263866901397705
95,-6.709377765655518,-6.191646099090576
96,-6.425812244415283,-5.980397701263428
97,-5.7900004386901855,-5.043313026428223
98,-6.41485071182251,-5.772552967071533
99,-6.350556373596191,-5.979696273803711
100,-5.804474830627441,-5.359165191650391
101,-6.674248695373535,-6.22882080078125
102,-6.845540523529053,-6.472444534301758
103,-8.334729194641113,-7.1473259925842285
104,-6.776366233825684,-7.040238857269287
105,-6.997829437255859,-6.852962017059326
