idx,dative,best_lr,best_wd,best_epoch,verbhood_diff,do,pp
1,do,0.05,0.0,61,2.397811218500137,-5.013630721063325,-4.770558950636122
2,pp,0.05,0.0,36,1.6982785952091213,-5.339299727931167,-4.227238837877909
3,do,0.05,0.0,31,1.3525038528442384,-6.890894373980435,-7.039951496654087
4,pp,0.05,0.0,17,1.3155311226844786,-5.3111231789444435,-4.361683532926771
5,do,0.05,0.0,14,2.386932497024536,-5.107610582582878,-5.221417294608222
6,pp,0.05,0.0,70,1.2594858968257903,-6.12528652566852,-4.793566830952963
7,do,0.05,0.0,61,2.0323624217510226,-5.87027779636961,-5.371143828497993
8,pp,0.05,0.0,10,1.3929195678234105,-4.7869054982156465,-4.1972636487748884
9,do,0.05,0.0,15,1.1244897246360788,-6.476871971650557,-6.167018617524041
10,pp,0.05,0.0,70,1.8292194485664375,-6.814166615226052,-7.623557252354092
11,do,0.05,0.0,30,2.0256879055500034,-4.884472342693445,-4.3473623394966125
12,pp,0.05,0.0,4,0.754359973669052,-4.225790523760247,-3.6146602869033813
13,do,0.05,0.0,9,1.3623724794387817,-4.4609410546042705,-4.088251704639859
14,pp,0.05,0.0,5,1.1007201874256136,-3.955669380679275,-3.550885996553633
15,do,0.05,0.0,69,2.248450529575347,-8.25678224997087,-7.77340989112854
16,pp,0.05,0.0,8,1.89797047495842,-4.0419707681193495,-3.6464599582884047
17,do,0.05,0.0,34,2.38655440568924,-6.295622999017889,-6.466118046972487
18,pp,0.05,0.0,40,2.2637623155117037,-4.841727141178016,-4.455836943785349
19,do,0.05,0.0,61,2.749877668619156,-6.681926952708851,-7.061760444111294
20,pp,0.05,0.0,17,1.4385984718799598,-4.696899324474913,-4.670646058188544
21,do,0.05,0.0,22,3.1993487346172333,-5.423862744822647,-5.557640035947164
22,pp,0.05,0.0,21,1.3163289999961858,-5.565385756348118,-4.952414229181078
23,do,0.05,0.0,31,3.57898771762848,-6.992980964256056,-7.044453493754069
24,pp,0.05,0.0,31,2.616286358833314,-5.700781458074396,-4.950217856301202
25,do,0.05,0.0,70,1.5724676847457886,-5.0890040050853385,-4.62609109348721
26,pp,0.05,0.0,60,2.785456041097641,-5.030747266249223,-4.478668337398105
27,do,0.05,0.0,43,2.3204233705997463,-4.985784669355913,-4.7912676453590395
28,pp,0.05,0.0,70,2.5708347260951996,-6.6988013802152695,-5.759276008605957
29,do,0.05,0.0,42,1.5414250910282137,-4.728606300642996,-4.654354540506999
30,pp,0.05,0.0,30,2.5861876416206364,-5.541811156995369,-5.0136935578452215
31,do,0.05,0.0,30,1.4819250226020806,-7.255977520798192,-6.634392923778957
32,pp,0.05,0.0,23,2.2893956685066223,-4.774874935728131,-4.1111472752359175
33,do,0.05,0.0,19,2.0501288712024692,-4.671805504596595,-4.423169361220466
34,pp,0.05,0.0,35,2.4783490085601807,-5.78781593207157,-4.807485461235046
35,do,0.05,0.0,40,3.294384990930558,-6.6878219445546465,-6.443264275126987
36,pp,0.05,0.0,59,3.016582541465759,-6.190051435701775,-6.534354016515944
37,do,0.05,0.0,70,4.1555705881118765,-5.521171672416456,-6.072230071491665
38,pp,0.05,0.0,37,1.7785877513885495,-6.165447664260864,-6.026229010687934
39,do,0.05,0.0,69,3.4199451828002942,-7.932683464975068,-7.856129905912611
40,pp,0.05,0.0,39,2.709721856117249,-6.764992627230558,-7.110857559574975
41,do,0.05,0.0,17,-0.10229514539241791,-5.729089553428419,-5.352915933397081
42,pp,0.05,0.0,70,0.9922791266441351,-5.020253084645127,-4.805655447642009
43,do,0.05,0.0,59,1.692406859397888,-7.565639920668168,-6.683556246757507
44,pp,0.05,0.0,36,0.19014842152595524,-6.24813747550502,-4.782178783416748
45,do,0.05,0.0,21,0.8984473586082462,-7.1180466131730515,-6.704739146762424
46,pp,0.05,0.0,10,0.7514777600765221,-4.371476648793076,-3.925999646716648
47,do,0.05,0.0,9,0.2358828008174898,-4.7257689606059685,-4.358307790756226
48,pp,0.05,0.0,70,2.1545617783069613,-4.966264041264852,-4.595444202423096
49,do,0.05,0.0,70,2.426845607757569,-6.257870427044955,-6.059698181682163
50,pp,0.05,0.0,10,0.5295890307426454,-4.5298242077682955,-4.000842397742801
51,do,0.05,0.0,70,1.1765497148036959,-6.491856710838549,-6.153813441594441
52,pp,0.05,0.0,70,0.9317530488967893,-6.287510923905806,-5.777938538127476
53,do,0.05,0.0,70,2.440753161907197,-5.41664901935693,-5.201516474617852
54,pp,0.05,0.0,21,0.7400846600532525,-6.2752472097223455,-5.762475964758131
55,do,0.05,0.0,22,2.3993783473968504,-6.198961915391864,-5.81394641664293
56,pp,0.05,0.0,12,0.5786147177219396,-5.032221877936161,-4.392274219459957
57,do,0.05,0.0,20,0.00985348463058422,-5.363607460079771,-4.785184072123633
58,pp,0.05,0.0,35,0.5002584111690531,-7.476286061604818,-5.195186428229014
59,do,0.05,0.0,45,0.8484307980537418,-5.6711942730527936,-5.272449061605665
60,pp,0.05,0.0,17,0.9807324278354637,-5.702214645616936,-4.781267097261217
61,do,0.05,0.0,39,-0.12786128282546905,-7.285657577803641,-6.713683292600844
62,pp,0.05,0.0,17,1.1671433722972875,-5.355706810228752,-4.305758817990621
63,do,0.05,0.0,70,0.6533533024787914,-8.35135787039092,-7.1061204195022585
64,pp,0.05,0.0,27,0.8203769075870522,-6.412753790075128,-4.743040376239353
65,do,0.05,0.0,12,0.8811336231231683,-6.085871953675241,-8.046728012296889
66,pp,0.05,0.0,70,1.2983998155593879,-6.272397538387414,-5.440371264351739
67,do,0.05,0.0,70,-0.2151500654220584,-8.227262690573028,-7.4451342264811196
68,pp,0.05,0.0,67,3.192974278926849,-6.770598202040701,-6.635199729601542
69,do,0.05,0.0,44,0.8599423277378078,-5.94491825392752,-5.653752628962199
70,pp,0.05,0.0,54,1.1253672754764548,-7.430381107330322,-5.833925896220737
71,do,0.05,0.0,4,-0.2785729992389685,-5.129576921463013,-4.8563903093338014
72,pp,0.05,0.0,26,2.2408135831356057,-5.2374546354467215,-5.2353619443045725
73,do,0.05,0.0,21,1.601350712776184,-5.73815739516056,-5.851206911934747
74,pp,0.05,0.0,42,2.7660479903221127,-4.963270891073979,-4.390811259216733
75,do,0.05,0.0,7,0.09562565922737143,-6.284368652285951,-5.475499645868937
76,pp,0.05,0.0,16,1.8193617880344384,-4.340784533818563,-4.167685805426704
77,do,0.05,0.0,70,0.9846485769748679,-7.151998837788899,-6.402173206541273
78,pp,0.05,0.0,25,2.004072870016098,-4.9702671094374224,-4.336855110857222
79,do,0.05,0.0,70,-0.26379361867904727,-7.153670919302738,-6.639968787299262
80,pp,0.05,0.0,38,2.9164361691474916,-4.679717485109965,-4.866827389929029
81,do,0.05,0.0,70,1.7674080765247346,-5.471834668246182,-4.847321271896362
82,pp,0.05,0.0,59,1.7995137441158304,-6.1289362170479516,-6.186677463849386
83,do,0.05,0.0,70,1.1110244011878976,-6.511189333597819,-5.8476940923266945
84,pp,0.05,0.0,26,1.798388684988022,-5.0819214401823105,-4.722250176800622
85,do,0.05,0.0,4,0.7935784995555881,-5.0247560761191625,-4.906079416804843
86,pp,0.05,0.0,59,2.905643774271012,-6.445610320929325,-5.35804299513499
87,do,0.05,0.0,2,-0.18982340574264533,-5.566783409407645,-5.329869016011556
88,pp,0.05,0.0,70,1.9519414114952074,-8.929376066092289,-9.726517187224495
89,do,0.05,0.0,3,-0.05866929531097398,-5.517395847493952,-5.093492696020339
90,pp,0.05,0.0,32,0.580424520969391,-10.09769131198074,-9.141629820399814
91,do,0.05,0.0,3,-1.164713039398193,-6.407773647886334,-5.725812504026625
92,pp,0.05,0.0,58,2.2223657166957853,-6.538151554627852,-5.78130611843533
93,do,0.05,0.0,6,-0.44584306478500313,-5.76886840878111,-5.427938373883565
94,pp,0.05,0.0,70,0.4143004465103157,-7.160957311861443,-7.026307188140022
95,do,0.05,0.0,9,-0.20422172188758836,-6.051823876120827,-5.791885450151232
96,pp,0.05,0.0,27,0.7983447504043575,-6.542759256651907,-6.825373262829251
97,do,0.05,0.0,27,1.1530227839946736,-7.272867415168069,-6.24695398012797
98,pp,0.05,0.0,70,3.0939753961563117,-7.638174246296738,-7.120820540852017
99,do,0.05,0.0,19,1.8246477520465847,-5.548590742457996,-5.138379520840115
100,pp,0.05,0.0,70,3.4069172644615167,-5.17513538273898,-5.450212893221114
101,do,0.05,0.0,70,3.1863670659065244,-6.519442146474665,-6.153588326772054
102,pp,0.05,0.0,28,0.8746521234512334,-5.6599082137599135,-5.069411823484633
103,do,0.05,0.0,38,2.0448393988609315,-7.1513535282828595,-6.537437205844455
104,pp,0.05,0.0,70,2.968192684650421,-7.208423134774873,-5.857278969552782
105,do,0.05,0.0,44,1.1585919427871705,-6.058502624974106,-5.384004574351841
106,pp,0.05,0.0,70,2.8682780981063845,-5.186223277178677,-4.564896512031555
107,do,0.05,0.0,45,1.191168580055237,-5.408516170039322,-4.984135803911421
108,pp,0.05,0.0,57,2.86354663491249,-6.843766494230791,-6.787276442845663
109,do,0.05,0.0,47,2.334038251638412,-5.3383416840524385,-4.93304643895891
110,pp,0.05,0.0,51,3.366754006147385,-7.350949954986572,-6.904745403925578
111,do,0.05,0.0,70,1.8524611723423003,-4.977411809112087,-4.873334232966105
112,pp,0.05,0.0,42,3.396403357982635,-5.503187523466168,-5.0719246652391226
113,do,0.05,0.0,19,2.0501288712024692,-4.671805504596595,-4.423169361220466
114,pp,0.05,0.0,35,2.4783490085601807,-5.78781593207157,-4.807485461235046
115,do,0.05,0.0,40,3.294384990930558,-6.6878219445546465,-6.443264275126987
116,pp,0.05,0.0,59,3.016582541465759,-6.190051435701775,-6.534354016515944
117,do,0.05,0.0,55,3.729083088636398,-4.724720751155506,-5.025537085533142
118,pp,0.05,0.0,70,3.3837530922889707,-5.35727115688902,-5.767473763889736
119,do,0.05,0.0,27,1.7864797437191013,-5.252755241683035,-5.150732151667277
120,pp,0.05,0.0,63,3.5510390520095827,-6.1115830378098925,-6.533238326178656
121,do,0.05,0.0,26,1.2597017705440523,-5.626064174825495,-5.30670506424374
122,pp,0.05,0.0,32,3.163071105480194,-4.850152186191443,-4.611984896659851
123,do,0.05,0.0,48,1.441105102300643,-8.315601380666097,-6.859795774353875
124,pp,0.05,0.0,38,2.4837644851207727,-5.493426944270278,-5.7646339416503904
125,do,0.05,0.0,51,1.0040733182430275,-5.912406775445649,-5.380970271428426
126,pp,0.05,0.0,35,1.899829232692718,-6.074774398225727,-4.880229512850444
127,do,0.05,0.0,42,1.955988920927048,-5.252443653164488,-4.871367523405287
128,pp,0.05,0.0,70,2.1034965717792513,-8.938588321570194,-10.813832285669115
129,do,0.05,0.0,70,1.4192149674892427,-5.830505631186745,-5.116710313161215
130,pp,0.05,0.0,40,3.0834320318698882,-4.942199189735182,-4.365540047486623
131,do,0.05,0.0,18,0.7001628559827804,-5.318281754580411,-4.863563573360443
132,pp,0.05,0.0,65,3.2860984611511226,-5.277987276424061,-4.8683707422680325
133,do,0.05,0.0,46,1.6047866439819325,-6.044125470248136,-5.644206160969205
134,pp,0.05,0.0,51,2.0530907309055326,-6.11792222514297,-5.390608384874132
135,do,0.05,0.0,55,2.70699189901352,-5.787059302763505,-5.527000912030538
136,pp,0.05,0.0,31,2.399545154571533,-4.584432252248129,-3.925550635655721
137,do,0.05,0.0,9,0.21014469742774988,-5.027499074646921,-4.97091088824802
138,pp,0.05,0.0,48,3.0778327453136436,-4.942923503933531,-5.057143457730612
139,do,0.05,0.0,57,0.5962258505821225,-6.756242406729496,-6.254463532235888
140,pp,0.05,0.0,19,2.944473134279252,-5.482048553408998,-4.9784187502331205
141,do,0.05,0.0,39,1.6821171331405633,-7.138635408517086,-6.513981681399875
142,pp,0.05,0.0,26,1.6735745286941528,-5.4352310628602,-4.961158029238383
143,do,0.05,0.0,70,1.063348377943039,-5.8949165922222715,-5.663217526011997
144,pp,0.05,0.0,8,1.136814538240432,-4.368679230140917,-3.962121677398682
145,do,0.05,0.0,29,1.8210261619091037,-6.172217796788071,-5.211197908719381
146,pp,0.05,0.0,45,1.1311230587959278,-7.336584335384947,-5.006447070174747
147,do,0.05,0.0,36,2.520663278102875,-9.152198213519473,-8.353162331051296
148,pp,0.05,0.0,62,1.106395469903946,-10.348077860745517,-8.022720509105259
149,do,0.05,0.0,25,1.5160393965244294,-6.602601613420429,-6.426651713583205
150,pp,0.05,0.0,70,1.8850784289836877,-6.3160433985970235,-5.646190373102824
151,do,0.05,0.0,11,1.692821710109711,-5.014610741355202,-4.931001702944438
152,pp,0.05,0.0,49,2.310957648754121,-7.512698368592695,-5.666766405105591
153,do,0.05,0.0,28,1.0233729326725003,-5.078036789460616,-4.840998474756876
154,pp,0.05,0.0,62,1.2988851594924924,-7.571367833108613,-6.022609053717719
155,do,0.05,0.0,42,2.1513153088092807,-6.527997947461677,-5.944000188509623
156,pp,0.05,0.0,29,1.2760491454601288,-6.069705912561128,-5.236866388056013
157,do,0.05,0.0,40,2.1353421866893765,-6.3226829080870655,-6.00222237639957
158,pp,0.05,0.0,45,2.420640298128129,-7.079426525578354,-6.48254596789678
159,do,0.05,0.0,22,1.3474618053436282,-5.835684049490727,-5.401437751452128
160,pp,0.05,0.0,32,0.5123041427135462,-7.032141496195938,-5.58931717077891
161,do,0.05,0.0,29,2.525536243915557,-7.756119839350382,-8.98401788605584
162,pp,0.05,0.0,5,1.099639588594437,-4.6358755198392005,-3.8421592871348063
163,do,0.05,0.0,70,1.798038872480392,-6.147425941987471,-5.93850777943929
164,pp,0.05,0.0,54,2.4935611963272093,-5.616936625856342,-5.47810718483395
165,do,0.05,0.0,12,0.682469367980957,-5.6612332618597785,-4.372328077422248
166,pp,0.05,0.0,32,2.802841091156006,-4.876950681570804,-4.122495676411523
167,do,0.05,0.0,7,0.12388608217239394,-6.039662619793054,-5.077949190139771
168,pp,0.05,0.0,34,1.776263233423233,-5.838593396273526,-5.116735366980235
169,do,0.05,0.0,10,1.7373569214344018,-4.850215414798621,-4.680196290545993
170,pp,0.05,0.0,32,2.7095741200447083,-4.833677664670077,-4.395564512411753
171,do,0.05,0.0,12,1.1441520237922669,-5.480806492314194,-4.95725871986813
172,pp,0.05,0.0,28,2.265486990213395,-5.444901665774259,-5.165567345089382
173,do,0.05,0.0,66,1.774397754669188,-7.811338103901257,-7.617482437027825
174,pp,0.05,0.0,29,2.5028471589088435,-5.406469930302013,-4.89571217695872
175,do,0.05,0.0,66,1.1184941267967234,-7.008025322538433,-6.5162052975760565
176,pp,0.05,0.0,15,1.7348521375656132,-4.653942427490697,-4.310159468650818
177,do,0.05,0.0,13,1.875067263841629,-4.70983489932436,-4.218139538500044
178,pp,0.05,0.0,31,2.2971357452869414,-5.006433144482699,-4.391578410731421
179,do,0.05,0.0,12,0.7347140717506413,-5.156729539235433,-4.354565552870432
180,pp,0.05,0.0,70,2.5157779395580286,-4.943058341922182,-4.489270812935299
181,do,0.05,0.0,31,1.8515494120121012,-6.904627305811101,-6.58755493428972
182,pp,0.05,0.0,34,2.992263673543931,-6.130786348111702,-5.636191376050314
183,do,0.05,0.0,65,2.421972825527191,-6.305580631891886,-6.713838781250848
184,pp,0.05,0.0,70,2.7543173289299023,-7.307997261394154,-7.0376479281319515
185,do,0.05,0.0,12,0.682469367980957,-5.6612332618597785,-4.372328077422248
186,pp,0.05,0.0,32,2.802841091156006,-4.876950681570804,-4.122495676411523
187,do,0.05,0.0,7,0.12388608217239394,-6.039662619793054,-5.077949190139771
188,pp,0.05,0.0,34,1.776263233423233,-5.838593396273526,-5.116735366980235
189,do,0.05,0.0,10,0.9110495066642761,-5.030612080024951,-4.497025945451525
190,pp,0.05,0.0,45,1.0841196107864395,-6.374245464440548,-5.9933014816708035
191,do,0.05,0.0,17,-0.5292073857784274,-7.656860354452422,-6.80169251759847
192,pp,0.05,0.0,59,2.9280016183853146,-5.1158288478851315,-5.056896546151903
193,do,0.05,0.0,24,1.525958001613617,-5.039209589813694,-4.347132458951738
194,pp,0.05,0.0,46,3.043292444944383,-4.477953530802871,-3.8928475737571717
195,do,0.05,0.0,47,1.794254869222641,-5.251505182728623,-4.579114929835002
196,pp,0.05,0.0,42,3.1500853168964387,-4.739465671597105,-4.14377144575119
197,do,0.05,0.0,62,1.9783362019062052,-6.490995594949434,-5.973794974221123
198,pp,0.05,0.0,46,3.020848906040192,-5.4075525283813475,-4.60785842206743
199,do,0.05,0.0,18,1.125283482074738,-6.282721831581809,-5.772163020239936
200,pp,0.05,0.0,42,2.182977765798568,-5.626503493569114,-4.6189474105834964
201,do,0.05,0.0,70,2.9956967127323146,-5.733224396272139,-5.389507855309381
202,pp,0.05,0.0,33,1.9854176259040832,-5.063060886209661,-4.56978387037913
203,do,0.05,0.0,46,2.27994206905365,-5.002391004562378,-4.895204676522149
204,pp,0.05,0.0,30,0.6751589322090137,-7.772714244958126,-5.942147782113817
205,do,0.05,0.0,65,2.495097090005874,-5.246771915031202,-4.960642801390754
206,pp,0.05,0.0,54,1.9135261559486398,-6.98911275285663,-6.199647537867228
