item_id,hypothesis_id,hypothesis_instance,lr,adaptation_dative,generalization_dative,logprob
1,1,1,0.1,do,do,-5.061536427959799
1,1,1,0.1,do,pp,-4.780262822657823
10,1,5,0.1,pp,do,-5.392090966179967
10,1,5,0.1,pp,pp,-4.810118142515421
100,10,5,0.1,pp,do,-4.952677180618048
100,10,5,0.1,pp,pp,-4.379733632132411
1000,100,5,0.1,pp,do,-5.547853833809495
1000,100,5,0.1,pp,pp,-4.965811472013593
1001,101,1,0.1,do,do,-4.208590772375464
1001,101,1,0.1,do,pp,-3.9917450796812775
1002,101,2,0.1,do,do,-5.055359750613571
1002,101,2,0.1,do,pp,-4.4281250212341545
1003,101,3,0.1,do,do,-5.188086700811982
1003,101,3,0.1,do,pp,-4.839795389398932
1004,101,4,0.01,do,do,-5.569986968114972
1004,101,4,0.01,do,pp,-5.353852626308798
1005,101,5,0.1,do,do,-4.7243926648050545
1005,101,5,0.1,do,pp,-4.6355249278247355
1006,101,1,0.1,pp,do,-4.964720812812447
1006,101,1,0.1,pp,pp,-4.311773052625358
1007,101,2,0.1,pp,do,-5.599364065751433
1007,101,2,0.1,pp,pp,-4.881057639792561
1008,101,3,0.1,pp,do,-4.868778170272708
1008,101,3,0.1,pp,pp,-4.18485371824354
1009,101,4,0.1,pp,do,-5.055544286966324
1009,101,4,0.1,pp,pp,-4.524008159898221
101,11,1,0.1,do,do,-6.337685008719563
101,11,1,0.1,do,pp,-5.648569813743234
1010,101,5,0.1,pp,do,-4.210070760548115
1010,101,5,0.1,pp,pp,-3.8783593624830246
1011,102,1,0.1,do,do,-4.83066044151783
1011,102,1,0.1,do,pp,-4.770003477111459
1012,102,2,0.1,do,do,-5.7929810740053655
1012,102,2,0.1,do,pp,-5.796932543441653
1013,102,3,0.1,do,do,-4.324494184367358
1013,102,3,0.1,do,pp,-4.3274582482874395
1014,102,4,0.1,do,do,-6.234233195334673
1014,102,4,0.1,do,pp,-5.72231485657394
1015,102,5,0.1,do,do,-4.888099788874388
1015,102,5,0.1,do,pp,-4.64628287665546
