idx,dative,best_lr,best_wd,best_epoch,verbhood_diff,do,pp
1,do,0.05,0.0,22,1.2216270518302919,-6.935065458760117,-6.12272305753496
2,pp,0.05,0.0,44,0.6805725789070136,-6.355683703856035,-5.551352826754252
3,do,0.05,0.0,5,0.45463330030441274,-4.921446282935865,-4.451401188638475
4,pp,0.05,0.0,70,1.8134810912609112,-7.573147937023278,-5.591991866959466
5,do,0.05,0.0,70,1.265533292293549,-7.4319344361623125,-6.726517915725708
6,pp,0.05,0.0,3,-0.08684558629989603,-5.312019427617391,-4.1474265522427025
7,do,0.05,0.0,6,0.6734016871452333,-4.91813092954231,-4.69527223110199
8,pp,0.05,0.0,24,1.6336758267879476,-5.625193439830433,-4.957632250256008
9,do,0.05,0.0,65,1.4651756072044373,-6.180204075033014,-6.096897715992398
10,pp,0.05,0.0,40,1.9230803561210639,-6.326258772069758,-5.626986339357164
11,do,0.05,0.0,19,-0.11626608014106754,-5.575131312283602,-5.649437305662367
12,pp,0.05,0.0,22,0.7920216786861412,-6.105011480504817,-5.284722593095568
13,do,0.05,0.0,46,1.1615035736560815,-6.100172143993956,-5.790922906663683
14,pp,0.05,0.0,27,1.2359597969055178,-6.016294248176344,-5.4422399335437355
15,do,0.05,0.0,70,0.8838352048397065,-6.1110867760398175,-6.954728815290663
16,pp,0.05,0.0,21,1.5170742785930633,-5.698209102226026,-4.873772814538744
17,do,0.05,0.0,3,-0.43389374017715454,-4.6532364209493,-4.32868160671658
18,pp,0.05,0.0,65,1.8757538199424744,-6.586325044342966,-6.060241341590881
19,do,0.05,0.0,70,1.8987754273414614,-5.664196973858457,-4.965358061260647
20,pp,0.05,0.0,38,4.233308041095733,-5.058402759378606,-5.029125748740302
21,do,0.05,0.0,1,-0.42771137118339553,-5.171000815882827,-4.870402842097812
22,pp,0.05,0.0,30,1.505540153980255,-5.624766221190944,-5.12978524102105
23,do,0.05,0.0,59,1.3650408935546867,-6.144229386069558,-5.290134784910414
24,pp,0.05,0.0,34,1.0375514769554135,-5.889579892880989,-5.482003657023112
25,do,0.05,0.0,27,1.1723251628875735,-5.745805091568918,-5.476962248484294
26,pp,0.05,0.0,50,2.675646600723266,-6.9554844509471545,-6.383946667777168
27,do,0.05,0.0,70,0.8923950207233435,-5.87975895910552,-5.086836979124281
28,pp,0.05,0.0,68,1.8535109424591063,-5.956702313278661,-5.85423399342431
29,do,0.05,0.0,11,0.11365261912345925,-5.745385560122403,-4.855002874798245
30,pp,0.05,0.0,43,2.0657695841789234,-6.521263235265558,-6.160487935278151
31,do,0.05,0.0,28,2.4012172329425807,-5.263831404483679,-4.537958248456319
32,pp,0.05,0.0,60,2.3487600529193875,-5.396896398428715,-5.1964038981331715
33,do,0.05,0.0,66,0.40208117961883616,-8.217793953057491,-7.183910210927327
34,pp,0.05,0.0,20,0.7032488906383518,-4.636180350274751,-3.897826447751787
35,do,0.05,0.0,2,-0.5157971882820123,-6.022513681469541,-5.13398703204261
36,pp,0.05,0.0,12,0.9918257951736447,-5.646515142556392,-4.372219983736674
37,do,0.05,0.0,21,0.04520413875579887,-6.243033946644176,-6.161843106481764
38,pp,0.05,0.0,22,0.25207845211029056,-5.318220813346632,-4.428912499215868
39,do,0.05,0.0,11,-0.563715342283249,-6.427388623266509,-6.50116011566586
40,pp,0.05,0.0,29,0.0744436943531035,-5.932534651322798,-5.02388223277198
41,do,0.05,0.0,28,1.8202327609062205,-6.018221925966667,-5.456925299432543
42,pp,0.05,0.0,4,0.19991074204444903,-4.958680269934915,-4.080544418758816
43,do,0.05,0.0,2,-0.17535410642623894,-5.431272068890658,-4.625036305851406
44,pp,0.05,0.0,27,0.6758533179759976,-7.077608320929787,-5.445194996727837
45,do,0.05,0.0,27,0.6276972913742069,-5.646989271857522,-5.592644664976332
46,pp,0.05,0.0,15,0.6968015432357788,-4.607072177077785,-4.190541871388754
47,do,0.05,0.0,1,-0.19614945054054278,-5.853734623302113,-5.075013211038377
48,pp,0.05,0.0,13,-0.21228038430213925,-5.790070715817538,-4.615705066257053
49,do,0.05,0.0,11,1.4630050051212313,-4.571345475225738,-4.270348162121243
50,pp,0.05,0.0,70,2.566123031377793,-6.497673605427598,-5.936156513955858
51,do,0.05,0.0,31,1.2890199410915368,-6.447370143370195,-7.276345830493503
52,pp,0.05,0.0,16,0.6246804714202883,-5.117898472872647,-4.446924614906311
53,do,0.05,0.0,34,1.481905977725983,-6.30212997378725,-5.352498960494995
54,pp,0.05,0.0,28,3.5020364725589754,-5.135715802510579,-4.7625680287679035
55,do,0.05,0.0,21,1.7381006348133088,-5.215117062944355,-4.989709406428867
56,pp,0.05,0.0,70,1.5302741777896873,-6.807338192968658,-5.696168343226115
57,do,0.05,0.0,39,1.346705895662308,-6.651651733571833,-6.451119295756022
58,pp,0.05,0.0,41,0.9289582633972167,-5.760002386208736,-5.1923911015192665
