item_id,hypothesis_id,hypothesis_instance,lr,adaptation_dative,generalization_dative,logprob
1,1,1,0.1,do,do,-5.7187911730259655
1,1,1,0.1,do,pp,-5.0633868731558325
10,1,5,0.1,pp,do,-4.963546273484826
10,1,5,0.1,pp,pp,-4.66856755129993
100,10,5,0.1,pp,do,-5.145150465145707
100,10,5,0.1,pp,pp,-4.71963544562459
1000,100,5,0.1,pp,do,-6.164972991123795
1000,100,5,0.1,pp,pp,-5.64371625892818
1001,101,1,0.1,do,do,-4.621438220888376
1001,101,1,0.1,do,pp,-4.473087757080793
1002,101,2,0.1,do,do,-6.359997779130936
1002,101,2,0.1,do,pp,-6.104266138374806
1003,101,3,0.1,do,do,-5.293819840624929
1003,101,3,0.1,do,pp,-4.991619357839227
1004,101,4,0.1,do,do,-6.019538171961903
1004,101,4,0.1,do,pp,-5.791861220821739
1005,101,5,0.1,do,do,-5.073445709422231
1005,101,5,0.1,do,pp,-5.070565836131573
1006,101,1,0.1,pp,do,-6.106693562865257
1006,101,1,0.1,pp,pp,-5.130983119830489
1007,101,2,0.1,pp,do,-4.945690825954079
1007,101,2,0.1,pp,pp,-4.526659080386162
1008,101,3,0.1,pp,do,-5.837676743045449
1008,101,3,0.1,pp,pp,-5.419462662935257
1009,101,4,0.1,pp,do,-6.341305608674884
1009,101,4,0.1,pp,pp,-5.565949885174632
101,11,1,0.1,do,do,-5.43071201108396
101,11,1,0.1,do,pp,-5.24054880850017
1010,101,5,0.1,pp,do,-5.166553261131048
1010,101,5,0.1,pp,pp,-4.789072511345148
1011,102,1,0.1,do,do,-4.650761830061674
1011,102,1,0.1,do,pp,-4.399735668301583
1012,102,2,0.1,do,do,-5.478383541479706
1012,102,2,0.1,do,pp,-4.960135583952069
1013,102,3,0.1,do,do,-5.671311358548701
1013,102,3,0.1,do,pp,-5.582374814525247
1014,102,4,0.1,do,do,-5.0751237224787475
1014,102,4,0.1,do,pp,-4.9353288665413855
1015,102,5,0.1,do,do,-6.169415874406695
1015,102,5,0.1,do,pp,-5.848085830360651
1016,102,1,0.1,pp,do,-5.082896278426051
1016,102,1,0.1,pp,pp,-4.569750650413335
1017,102,2,0.1,pp,do,-4.8673243541270494
1017,102,2,0.1,pp,pp,-4.39237852729857
1018,102,3,0.1,pp,do,-4.8306584691628816
1018,102,3,0.1,pp,pp,-4.436820633895695
1019,102,4,0.1,pp,do,-5.900822845101357
1019,102,4,0.1,pp,pp,-5.286615373939275
102,11,2,0.1,do,do,-5.275002812221646
102,11,2,0.1,do,pp,-4.736515544354916
1020,102,5,0.1,pp,do,-6.065361758321524
