item_id,hypothesis_id,hypothesis_instance,lr,adaptation_dative,val_performance,best_epoch,train_loss,adaptation_feature_config,state,generalization_dative,generalization_feature_config,logprob
994,100,4,0.1,do,1.4648573478062952,57,4.194676399230957,nisdmpasdu,initial,do,,-6.443088261286418
994,100,4,0.1,do,1.4648573478062952,57,4.194676399230957,nisdmpasdu,initial,pp,,-5.616394813855489
994,100,4,0.1,do,1.4648573478062952,57,4.194676399230957,nisdmpasdu,final,do,,-5.960496684276697
994,100,4,0.1,do,1.4648573478062952,57,4.194676399230957,nisdmpasdu,final,pp,,-5.203017552693685
994,100,4,0.1,do,1.4648573478062952,57,4.194676399230957,nisdmpasdu,best,do,,-5.899077348998099
994,100,4,0.1,do,1.4648573478062952,57,4.194676399230957,nisdmpasdu,best,pp,,-5.192008935080635
999,100,4,0.1,pp,1.1923091046015424,70,3.9776082038879395,nisdmpasdu,initial,do,,-6.45388624162385
999,100,4,0.1,pp,1.1923091046015424,70,3.9776082038879395,nisdmpasdu,initial,pp,,-5.620981656180488
999,100,4,0.1,pp,1.1923091046015424,70,3.9776082038879395,nisdmpasdu,final,do,,-5.930184196703362
999,100,4,0.1,pp,1.1923091046015424,70,3.9776082038879395,nisdmpasdu,final,pp,,-4.920882407824198
999,100,4,0.1,pp,1.1923091046015424,70,3.9776082038879395,nisdmpasdu,best,do,,-5.930184196703362
999,100,4,0.1,pp,1.1923091046015424,70,3.9776082038879395,nisdmpasdu,best,pp,,-4.920882407824198
1005,101,5,0.1,do,1.4041070095698034,64,3.544279098510742,nisdmnaldm,initial,do,,-6.452750996387366
1005,101,5,0.1,do,1.4041070095698034,64,3.544279098510742,nisdmnaldm,initial,pp,,-5.6229897075229225
1005,101,5,0.1,do,1.4041070095698034,64,3.544279098510742,nisdmnaldm,final,do,,-5.420444712494358
1005,101,5,0.1,do,1.4041070095698034,64,3.544279098510742,nisdmnaldm,final,pp,,-4.571340820524427
1005,101,5,0.1,do,1.4041070095698034,64,3.544279098510742,nisdmnaldm,best,do,,-5.350890783830122
1005,101,5,0.1,do,1.4041070095698034,64,3.544279098510742,nisdmnaldm,best,pp,,-4.520558643341064
1010,101,5,0.1,pp,0.9423929564158122,46,3.408212661743164,nisdmnaldm,initial,do,,-6.441614951509418
1010,101,5,0.1,pp,0.9423929564158122,46,3.408212661743164,nisdmnaldm,initial,pp,,-5.615870767169529
1010,101,5,0.1,pp,0.9423929564158122,46,3.408212661743164,nisdmnaldm,final,do,,-5.922047671404752
1010,101,5,0.1,pp,0.9423929564158122,46,3.408212661743164,nisdmnaldm,final,pp,,-4.874152872297499
1010,101,5,0.1,pp,0.9423929564158122,46,3.408212661743164,nisdmnaldm,best,do,,-5.908325679374464
1010,101,5,0.1,pp,0.9423929564158122,46,3.408212661743164,nisdmnaldm,best,pp,,-4.862535209125943
1024,103,4,0.1,do,1.3120212380091347,70,3.9638969898223877,nisdmnasdm,initial,do,,-6.4443011934107
1024,103,4,0.1,do,1.3120212380091347,70,3.9638969898223877,nisdmnasdm,initial,pp,,-5.614144547780355
1024,103,4,0.1,do,1.3120212380091347,70,3.9638969898223877,nisdmnasdm,final,do,,-4.72110820683566
1024,103,4,0.1,do,1.3120212380091347,70,3.9638969898223877,nisdmnasdm,final,pp,,-4.001421063476139
1024,103,4,0.1,do,1.3120212380091347,70,3.9638969898223877,nisdmnasdm,best,do,,-4.72110820683566
1024,103,4,0.1,do,1.3120212380091347,70,3.9638969898223877,nisdmnasdm,best,pp,,-4.001421063476139
1029,103,4,0.1,pp,0.5703517468770345,59,3.7834858894348145,nisdmnasdm,initial,do,,-6.445732558857311
1029,103,4,0.1,pp,0.5703517468770345,59,3.7834858894348145,nisdmnasdm,initial,pp,,-5.618642849392361
1029,103,4,0.1,pp,0.5703517468770345,59,3.7834858894348145,nisdmnasdm,final,do,,-5.7509303829886695
1029,103,4,0.1,pp,0.5703517468770345,59,3.7834858894348145,nisdmnasdm,final,pp,,-4.980208545260959
1029,103,4,0.1,pp,0.5703517468770345,59,3.7834858894348145,nisdmnasdm,best,do,,-5.449110916889075
1029,103,4,0.1,pp,0.5703517468770345,59,3.7834858894348145,nisdmnasdm,best,pp,,-4.7428260856204565
