code_id,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual,haap_do,haap_po,haap_do_theme,haap_po_theme,haap_do_recipient,haap_po_recipient
0,90720,1.244520725394209,-148600.649046166,297215.298092332,297281.2068241648,297201.298092332,90713,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1,90720,1.2463403524141885,-148732.88616803184,297479.7723360637,297545.6810678964,297465.7723360637,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
10,90720,1.2469869966835505,-148779.83565911796,297573.6713182359,297639.5800500687,297559.6713182359,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
100,90720,1.2457539234995656,-148690.21884774556,297394.4376954911,297460.3464273239,297380.4376954911,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101,90720,1.2471847042367303,-148793.96907767525,297601.9381553505,297667.84688718326,297587.9381553505,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,90720,1.2509949839122108,-149070.82411411253,298155.64822822507,298221.5569600578,298141.64822822507,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,90720,1.2503447525638887,-149023.90682427233,298061.81364854466,298127.7223803774,298047.81364854466,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,90720,1.2503447525652576,-149023.90682427268,298061.81364854536,298127.7223803781,298047.81364854536,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,90720,1.2509949840092165,-149070.8241141123,298155.6482282246,298221.55696005735,298141.6482282246,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,90720,1.2471847040302542,-148793.96907767514,297601.9381553503,297667.846887183,297587.9381553503,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,90720,1.2457539238968833,-148690.2188477455,297394.437695491,297460.34642732376,297380.437695491,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
108,90720,1.2506746465762597,-149047.8373540625,298109.674708125,298175.58343995776,298095.674708125,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,90720,1.2508030843767586,-149056.8602082134,298127.7204164268,298193.6291482595,298113.7204164268,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11,90720,1.2455216463460481,-148673.55119478345,297361.1023895669,297427.01112139964,297347.1023895669,90713,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
110,90720,1.2466833270776807,-148757.59814746975,297529.1962949395,297595.10502677225,297515.1962949395,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111,90720,1.2448875427214554,-148627.13465089045,297268.2693017809,297334.17803361366,297254.2693017809,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
112,90720,1.2438819989018781,-148554.07870527977,297122.15741055954,297188.0661423923,297108.15741055954,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
113,90720,1.245660087828373,-148683.35931207173,297380.71862414345,297446.6273559762,297366.71862414345,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,90720,1.2497957541454325,-148984.02137235762,297982.04274471523,298047.951476548,297968.04274471523,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,90720,1.2496871590419758,-148976.43119636748,297966.86239273497,298032.7711245677,297952.86239273497,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
116,90720,1.2447392444335394,-148616.54810247038,297247.09620494075,297313.0049367735,297233.09620494075,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
117,90720,1.2461492755630612,-148718.87269097037,297451.74538194074,297517.6541137735,297437.74538194074,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,90720,1.2499931273357219,-148998.39353866433,298010.78707732866,298076.6958091614,297996.78707732866,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,90720,1.249364297682807,-148952.99232694585,297919.9846538917,297985.89338572446,297905.9846538917,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12,90720,1.250544282514296,-149038.6286780597,298091.2573561194,298157.16608795215,298077.2573561194,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
120,90720,1.249364297571615,-148952.99232694547,297919.98465389095,297985.8933857237,297905.98465389095,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,90720,1.2499931273287221,-148998.39353866392,298010.78707732784,298076.6958091606,297996.78707732784,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
122,90720,1.2461492759832742,-148718.8726909706,297451.7453819412,297517.65411377396,297437.7453819412,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
123,90720,1.2447392444231087,-148616.5481024705,297247.096204941,297313.00493677374,297233.096204941,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
124,90720,1.2496871589311642,-148976.431196368,297966.862392736,298032.77112456877,297952.862392736,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
125,90720,1.2497957540783426,-148984.02137235747,297982.04274471494,298047.9514765477,297968.04274471494,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
126,90720,1.2456600879429247,-148683.35931207158,297380.71862414316,297446.6273559759,297366.71862414316,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
127,90720,1.2438819993441257,-148554.0787052766,297122.1574105532,297188.06614238594,297108.1574105532,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
13,90720,1.2506029931323284,-149042.59428463978,298099.18856927956,298165.0973011123,298085.18856927956,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
14,90720,1.24634035236677,-148732.88616803233,297479.77233606466,297545.6810678974,297465.77233606466,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
15,90720,1.2445207253914694,-148600.64904616645,297215.2980923329,297281.20682416565,297201.2980923329,90713,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
16,90720,1.2451119508893682,-148643.43768737576,297300.8753747515,297366.78410658427,297286.8753747515,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17,90720,1.2469193466867865,-148774.722398365,297563.44479673,297629.35352856276,297549.44479673,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,90720,1.2510761020841719,-149076.60992466632,298167.21984933264,298233.1285811654,298153.21984933264,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19,90720,1.2509523599965942,-149067.93061929083,298149.86123858165,298215.7699704144,298135.86123858165,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2,90720,1.2506029931321117,-149042.5942846388,298099.1885692776,298165.09730111033,298085.1885692776,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
20,90720,1.246026456102978,-148710.01465466083,297434.02930932166,297499.9380411544,297420.02930932166,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
21,90720,1.2474733203103054,-148814.9118189693,297643.8236379386,297709.73236977134,297629.8236379386,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22,90720,1.2512741476302782,-149091.01762044764,298196.0352408953,298261.94397272804,298182.0352408953,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,90720,1.2506097076459495,-149043.08052520838,298100.16105041676,298166.0697822495,298086.16105041676,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24,90720,1.2506097076472718,-149043.0805252081,298100.1610504162,298166.06978224893,298086.1610504162,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25,90720,1.2512741479543301,-149091.01762044808,298196.03524089616,298261.9439727289,298182.03524089616,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26,90720,1.247473320490682,-148814.9118189698,297643.8236379396,297709.73236977233,297629.8236379396,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27,90720,1.2460264561107415,-148710.0146546608,297434.0293093216,297499.93804115435,297420.0293093216,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
28,90720,1.2509523601309112,-149067.9306192912,298149.8612385824,298215.76997041516,298135.8612385824,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
29,90720,1.2510761020894723,-149076.60992466612,298167.21984933224,298233.128581165,298153.21984933224,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3,90720,1.2505442825154194,-149038.6286780588,298091.2573561176,298157.16608795035,298077.2573561176,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
30,90720,1.2469193466345871,-148774.72239836468,297563.44479672937,297629.3535285621,297549.44479672937,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
31,90720,1.2451119495782768,-148643.4376873772,297300.8753747544,297366.7841065872,297286.8753747544,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
32,90720,1.2449976269422127,-148635.10640745345,297284.2128149069,297350.12154673965,297270.2128149069,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
33,90720,1.2468158650951904,-148767.19183986165,297548.3836797233,297614.29241155606,297534.3836797233,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
34,90720,1.2510233887484319,-149072.78596498354,298159.5719299671,298225.48066179984,298145.5719299671,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35,90720,1.250923845968027,-149065.8611785357,298145.7223570714,298211.63108890416,298131.7223570714,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
36,90720,1.245958881764889,-148705.09335164385,297424.1867032877,297490.09543512046,297410.1867032877,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
37,90720,1.247418915599511,-148810.95391671077,297635.90783342154,297701.8165652543,297621.90783342154,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
38,90720,1.2512349655411736,-149088.1754284693,298190.3508569386,298256.2595887713,298176.3508569386,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
39,90720,1.2505719302343625,-149040.3386308098,298094.6772616196,298160.58599345235,298080.6772616196,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,90720,1.24552164625093,-148673.55119478368,297361.10238956736,297427.0111214001,297347.10238956736,90713,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
40,90720,1.2505719302352611,-149040.33863080924,298094.6772616185,298160.58599345124,298080.6772616185,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41,90720,1.2512349652189516,-149088.1754284695,298190.350856939,298256.25958877173,298176.350856939,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,90720,1.2474189155822077,-148810.95391671194,297635.9078334239,297701.8165652566,297621.9078334239,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,90720,1.245958881898397,-148705.09335164345,297424.1867032869,297490.09543511964,297410.1867032869,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
44,90720,1.2509238459319991,-149065.86117853507,298145.72235707013,298211.6310889029,298131.72235707013,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,90720,1.2510233886965387,-149072.78596498386,298159.57192996773,298225.4806618005,298145.57192996773,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,90720,1.2468158649121908,-148767.19183986096,297548.3836797219,297614.29241155466,297534.3836797219,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,90720,1.2449976269371812,-148635.1064074537,297284.2128149074,297350.1215467402,297270.2128149074,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
48,90720,1.2448820875815418,-148626.9808218301,297267.9616436602,297333.87037549296,297253.9616436602,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
49,90720,1.2466704832739122,-148756.9073401437,297527.8146802874,297593.72341212013,297513.8146802874,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5,90720,1.2469869965326192,-148779.8356591176,297573.6713182352,297639.580050068,297559.6713182352,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
50,90720,1.2507782137880799,-149055.30013232774,298124.6002646555,298190.50899648824,298110.6002646555,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51,90720,1.250636418614537,-149045.30855532692,298104.61711065384,298170.5258424866,298090.61711065384,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52,90720,1.2457454524947478,-148689.8458424054,297393.6916848108,297459.60041664355,297379.6916848108,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
53,90720,1.2471698151522952,-148793.13009527838,297600.26019055676,297666.1689223895,297586.26019055676,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54,90720,1.2509640508219786,-149068.82508979828,298151.65017959656,298217.5589114293,298137.65017959656,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55,90720,1.250305907292742,-149021.33264714168,298056.66529428336,298122.5740261161,298042.66529428336,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,90720,1.250305907300454,-149021.3326471405,298056.665294281,298122.5740261137,298042.665294281,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,90720,1.2509640507821387,-149068.82508979828,298151.65017959656,298217.5589114293,298137.65017959656,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,90720,1.247169815028265,-148793.13009527803,297600.26019055606,297666.1689223888,297586.26019055606,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,90720,1.2457454525134377,-148689.84584240543,297393.69168481085,297459.6004166436,297379.69168481085,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6,90720,1.2508348077282712,-149059.4561714424,298132.9123428848,298198.82107471756,298118.9123428848,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
60,90720,1.2506364186230017,-149045.30855532584,298104.6171106517,298170.52584248444,298090.6171106517,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,90720,1.2507782137788066,-149055.30013232844,298124.6002646569,298190.50899648963,298110.6002646569,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,90720,1.2466704832433635,-148756.90734014433,297527.81468028866,297593.7234121214,297513.81468028866,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63,90720,1.2448820875877749,-148626.9808218302,297267.9616436604,297333.87037549313,297253.9616436604,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
64,90720,1.2450924692606413,-148642.28939924072,297298.57879848144,297364.4875303142,297284.57879848144,90713,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
65,90720,1.2468995403771186,-148773.5524204013,297561.1048408026,297627.01357263536,297547.1048408026,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
66,90720,1.251066063429469,-149076.15338930237,298166.30677860475,298232.2155104375,298152.30677860475,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
67,90720,1.25095147529266,-149068.136856083,298150.273712166,298216.18244399875,298136.273712166,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
68,90720,1.2460142442556508,-148709.39591800634,297432.7918360127,297498.70056784543,297418.7918360127,90713,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
69,90720,1.2474637867761194,-148814.4887371311,297642.9774742622,297708.88620609493,297628.9774742622,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7,90720,1.2501859343751245,-149012.6316912194,298039.2633824388,298105.17211427155,298025.2633824388,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
70,90720,1.2512686649807083,-149090.89043787378,298195.78087574756,298261.6896075803,298181.78087574756,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
71,90720,1.25060526120957,-149043.0280803776,298100.0561607552,298165.964892588,298086.0561607552,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
72,90720,1.2506052611981693,-149043.02808037758,298100.05616075516,298165.9648925879,298086.05616075516,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
73,90720,1.2512686653519631,-149090.89043787317,298195.78087574634,298261.6896075791,298181.78087574634,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
74,90720,1.2474637867808804,-148814.48873713057,297642.97747426113,297708.8862060939,297628.97747426113,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
75,90720,1.2460142442706457,-148709.39591800555,297432.7918360111,297498.70056784386,297418.7918360111,90713,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
76,90720,1.2509514751239423,-149068.1368560823,298150.2737121646,298216.18244399736,298136.2737121646,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
77,90720,1.2510660633538577,-149076.1533893025,298166.306778605,298232.21551043773,298152.306778605,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
78,90720,1.246899540361121,-148773.55242040212,297561.10484080424,297627.013572637,297547.10484080424,90713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
79,90720,1.2450924705370356,-148642.28939923868,297298.57879847736,297364.4875303101,297284.57879847736,90713,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
8,90720,1.250185934243495,-149012.63169121763,298039.26338243525,298105.172114268,298025.26338243525,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
80,90720,1.2443459643820711,-148587.51452128062,297189.02904256125,297254.937774394,297175.02904256125,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
