code_id,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual,haap_do,haap_po,haap_do_theme,haap_po_theme,haap_do_recipient,haap_po_recipient
81,90720,1.2461315679609009,-148717.29380813238,297448.58761626476,297514.4963480975,297434.58761626476,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
82,90720,1.2502476573207846,-149016.42191114635,298046.8438222927,298112.75255412544,298032.8438222927,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83,90720,1.2501110116175074,-149006.7993554633,298027.5987109266,298093.50744275935,298013.5987109266,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
84,90720,1.2451957035924257,-148649.41384243654,297312.8276848731,297378.7364167058,297298.8276848731,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
85,90720,1.2466142601554786,-148752.3211915471,297518.6423830942,297584.55111492693,297504.6423830942,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
86,90720,1.2504345413864122,-149030.02820474724,298074.0564094945,298139.96514132724,298060.0564094945,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,90720,1.2497851732368683,-148983.15246259616,297980.3049251923,298046.2136570251,297966.3049251923,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,90720,1.2497851732334695,-148983.1524625961,297980.3049251922,298046.21365702496,297966.3049251922,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,90720,1.2504345413883187,-149030.0282047473,298074.0564094946,298139.96514132735,298060.0564094946,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9,90720,1.2508348069879756,-149059.45617144063,298132.91234288126,298198.821074714,298118.91234288126,90713,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
90,90720,1.2466142603897883,-148752.32119154674,297518.6423830935,297584.55111492623,297504.6423830935,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,90720,1.2451957049351883,-148649.41384243447,297312.82768486894,297378.7364167017,297298.82768486894,90713,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
92,90720,1.2501110116058027,-149006.79935546324,298027.5987109265,298093.50744275923,298013.5987109265,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,90720,1.2502476573261025,-149016.42191114562,298046.84382229124,298112.752554124,298032.84382229124,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,90720,1.2461315675673101,-148717.29380813235,297448.5876162647,297514.49634809745,297434.5876162647,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
95,90720,1.2443459643763912,-148587.51452128048,297189.02904256096,297254.9377743937,297175.02904256096,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
96,90720,1.244887542726138,-148627.13465088967,297268.26930177934,297334.1780336121,297254.26930177934,90713,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
97,90720,1.2466833270114859,-148757.59814747042,297529.19629494083,297595.1050267736,297515.19629494083,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,90720,1.2508030843237987,-149056.86020821368,298127.72041642736,298193.6291482601,298113.72041642736,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99,90720,1.250674646589103,-149047.83735406233,298109.67470812466,298175.5834399574,298095.67470812466,90713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
