idx,dative,best_lr,best_wd,best_epoch,verbhood_diff,do,pp
1,do,0.05,0.0,30,1.7310847401618954,-5.097234104618882,-4.803500888082716
2,pp,0.05,0.0,21,2.6320561754703515,-4.588445675011837,-4.139763002925449
3,do,0.05,0.0,28,1.9588981747627265,-5.476551998022831,-5.004772482977973
4,pp,0.05,0.0,20,3.107548508644105,-4.502379147211711,-3.824323542912801
5,do,0.05,0.0,34,2.667934874296188,-5.657098537502867,-5.740281014972263
6,pp,0.05,0.0,13,2.047598495483398,-4.479030918352532,-3.747533689604865
7,do,0.05,0.0,36,2.2949046885967253,-4.927130025805849,-4.61526013745202
8,pp,0.05,0.0,28,1.8596405601501464,-5.50841888369936,-4.829746659596761
9,do,0.05,0.0,70,3.2488235974311834,-5.930728750517874,-5.581458806991577
10,pp,0.05,0.0,70,2.17678960442543,-6.416881996212584,-5.5972433169682825
11,do,0.05,0.0,35,1.962116467952729,-6.7521891998522205,-6.197613721423679
12,pp,0.05,0.0,26,1.947834018468857,-7.344733931801536,-6.069268284903632
13,do,0.05,0.0,51,3.0089486670494088,-8.070274958466038,-6.279688551690843
14,pp,0.05,0.0,70,1.7452622663974768,-6.507576326890425,-5.643947929806179
15,do,0.05,0.0,16,2.2494489836692804,-4.838334972208196,-4.198361513349745
16,pp,0.05,0.0,68,1.6130844426155075,-7.367163409608783,-6.195674204826355
17,do,0.05,0.0,29,1.9036643135547644,-5.675225853197502,-5.436990025308397
18,pp,0.05,0.0,21,1.3458492970466613,-6.026374740311594,-5.198392370012072
19,do,0.05,0.0,55,2.176058537960052,-6.123789558988629,-5.103235650062561
20,pp,0.05,0.0,14,1.5868334257602692,-4.791687719749682,-4.238464925024244
21,do,0.05,0.0,34,1.997802951335907,-6.436947459885569,-5.465410884221395
22,pp,0.05,0.0,5,0.7935383880138396,-4.379199457168579,-3.8377884679370458
23,do,0.05,0.0,53,1.8648063874244691,-6.271540255980058,-5.3186007234785295
24,pp,0.05,0.0,4,0.44634183526039095,-4.776427352789677,-4.029770991537306
25,do,0.05,0.0,21,2.34536062002182,-4.583473652059381,-4.348711101214091
26,pp,0.05,0.0,70,1.835780187845229,-6.566362183021776,-5.594926145341661
27,do,0.05,0.0,16,1.295138852596283,-5.787266588211059,-4.964532081286112
28,pp,0.05,0.0,28,1.1795660328865054,-5.718417109865131,-5.027709439065721
29,do,0.05,0.0,21,1.4258154356479649,-4.985382464437774,-4.515519203080071
30,pp,0.05,0.0,70,2.0831913506984723,-6.665748590411562,-5.779524416393704
31,do,0.05,0.0,70,1.8631165254116047,-5.209660085042318,-4.698185594876607
32,pp,0.05,0.0,66,0.5383748281002045,-8.817679926843354,-7.53584700955285
33,do,0.05,0.0,49,2.503235632181167,-4.806037752556079,-4.354367893271976
34,pp,0.05,0.0,34,3.6635395288467416,-4.8343432614297575,-4.204877437485589
35,do,0.05,0.0,52,0.9450131666660315,-6.6579011006788775,-5.858538699150086
36,pp,0.05,0.0,29,2.223494808673859,-5.097054805177631,-4.585963720745511
37,do,0.05,0.0,42,1.6017333793640143,-5.626770522377708,-5.085548199547661
38,pp,0.05,0.0,21,1.720721737146377,-6.424065024925,-5.015144168006049
39,do,0.05,0.0,64,2.5596881210803986,-5.733384197408503,-4.935713603761461
40,pp,0.05,0.0,52,2.5602081656455997,-6.333754689765699,-5.470005785094367
41,do,0.05,0.0,27,2.3460259163379664,-4.543266056523178,-4.536103616820442
42,pp,0.05,0.0,10,1.3737165260314947,-4.794395141890555,-3.9852117591434055
43,do,0.05,0.0,50,2.2741018784046165,-5.971834562764023,-5.316201379564073
44,pp,0.05,0.0,54,2.8131594383716587,-4.708122618993124,-4.141621692975362
45,do,0.05,0.0,61,2.4384385371208186,-5.243485706502741,-4.854275441169738
46,pp,0.05,0.0,31,1.382655565738677,-6.031705249439586,-5.031056009398567
47,do,0.05,0.0,43,2.700395501852035,-5.148531080014778,-4.8956903431150645
48,pp,0.05,0.0,21,2.823979687690735,-4.655759843190511,-4.0171217521031695
49,do,0.05,0.0,20,1.5605309331417088,-5.867378716035323,-4.491613907284207
50,pp,0.05,0.0,70,2.5649820137023926,-7.989162111282349,-6.406266456180148
51,do,0.05,0.0,8,0.4739884746074674,-5.279071254441233,-4.702631102667914
52,pp,0.05,0.0,49,2.824932019710541,-5.207248687744141,-4.35917729669147
53,do,0.05,0.0,45,2.599174765348434,-5.683497439008771,-4.640043867958917
54,pp,0.05,0.0,51,2.5004366886615763,-5.678401828534676,-4.726297163963318
55,do,0.05,0.0,50,2.092873572111129,-5.279537998546253,-4.4600464714898
56,pp,0.05,0.0,15,1.5783652591705328,-5.262381663466945,-4.36877732541826
57,do,0.05,0.0,7,0.5633819007873528,-4.610062142574426,-4.182297820515103
58,pp,0.05,0.0,8,1.3382317709922793,-4.067800297881618,-3.727891414695316
59,do,0.05,0.0,70,1.093904838562013,-6.873412120703495,-5.762088871002197
60,pp,0.05,0.0,70,1.210408267974854,-6.714196190689549,-5.885254539383782
61,do,0.05,0.0,70,0.7603936111927041,-7.23079221609867,-6.243383338716295
62,pp,0.05,0.0,70,1.772904497385026,-5.767141284364643,-4.6798628992504545
63,do,0.05,0.0,70,1.8825168681144726,-6.008773537838098,-5.186993442641365
64,pp,0.05,0.0,70,1.654832624197006,-6.894236428809888,-6.129045783148872
65,do,0.05,0.0,2,-0.47331790328025836,-5.471844926024929,-4.881704825825161
66,pp,0.05,0.0,54,1.511419489383698,-6.242115551052671,-5.390713951322767
