lm,item,hypothesis_id,hypothesis_instance,adaptation_dative,best_lr,best_val_performance,best_epoch,initial_delta,initial_do_pref,initial_do_mean,initial_pp_mean,final_delta,final_do_pref,final_do_mean,final_pp_mean,best_delta,best_do_pref,best_do_mean,best_pp_mean
raw,1,1,1,pp,0.1,1.820775184631347,70,-0.47372234072004044,0.18142857142857144,-7.821270319393703,-7.347547978673663,-1.301357842854091,0.015714285714285715,-7.542935008321489,-6.241577165467398,-1.301357842854091,0.015714285714285715,-7.542935008321489,-6.241577165467398
raw,1,1,1,do,0.1,1.165071012179057,22,-0.47339684282030375,0.18142857142857144,-7.817837359564645,-7.344440516744341,-1.0045639644350324,0.11428571428571428,-8.793679716587066,-7.789115752152034,-1.2320893601008824,0.10857142857142857,-6.96560816526413,-5.733518805163247
raw,2,1,2,do,0.1,2.1831227334340415,17,-0.4735773297718593,0.18142857142857144,-7.821114632742746,-7.347537302970887,-1.0494147770745414,0.2557142857142857,-9.87498253754207,-8.825567760467528,-0.5450407075881958,0.30142857142857143,-6.739057149546487,-6.194016441958291
raw,2,1,2,pp,0.1,1.3178109804789226,25,-0.47423308304377965,0.18142857142857144,-7.823031202043806,-7.348798119000026,-1.556912043775831,0.05,-8.090838582856314,-6.5339265390804835,-1.2296973422595432,0.027142857142857142,-6.448179013729096,-5.2184816714695526
raw,3,1,3,pp,0.1,2.13139487584432,40,-0.4742718376432146,0.18142857142857144,-7.821493930135454,-7.34722209249224,-1.7176890887532916,0.04285714285714286,-7.193224439280374,-5.475535350527082,-2.2840866204670496,0.018571428571428572,-7.644920921325683,-5.360834300858634
raw,3,1,3,do,0.1,2.5520198504130054,29,-0.47459555557795935,0.18142857142857144,-7.820258032935007,-7.345662477357047,-2.0111081259591237,0.07,-13.343339564459665,-11.332231438500541,-0.7650469694818769,0.2,-6.395111132349287,-5.63006416286741
raw,4,1,4,pp,0.1,2.162171564102172,57,-0.47388863836015976,0.18142857142857144,-7.822961104256766,-7.349072465896606,-1.9055979343823024,0.08285714285714285,-8.396320702007838,-6.490722767625536,-1.8160675133977617,0.07571428571428572,-8.016215272971563,-6.200147759573801
raw,4,1,4,do,0.1,1.87324155807495,55,-0.4752282885142735,0.18142857142857144,-7.82473235470908,-7.349504066194807,-0.7421827799933297,0.21142857142857144,-7.2538014289311,-6.5116186489377705,-0.8066720233644757,0.1957142857142857,-7.2010191059112545,-6.394347082546779
raw,5,1,5,do,0.1,1.8154192590713496,12,-0.47513089997427804,0.18,-7.817315329824175,-7.3421844298498975,-0.7477957814080375,0.1742857142857143,-6.987401199681418,-6.23960541827338,-0.3826709427152361,0.25857142857142856,-6.114476572104863,-5.731805629389626
raw,5,1,5,pp,0.1,1.5170463768641156,32,-0.47580844129834854,0.18142857142857144,-7.824727165358407,-7.348918724060058,-2.795599433694567,0.017142857142857144,-10.06424997159413,-7.268650537899562,-3.8343456258092607,0.0014285714285714286,-10.906320891380311,-7.07197526557105
raw,6,2,1,pp,0.1,3.2596666208902985,70,-0.47432459558759416,0.18142857142857144,-7.823156927653722,-7.348832332066127,-1.6302166083880834,0.03857142857142857,-7.4359980756895885,-5.805781467301505,-1.6302166083880834,0.03857142857142857,-7.4359980756895885,-5.805781467301505
raw,6,2,1,do,0.1,0.9470960744222019,34,-0.4748110498700823,0.18,-7.819060611043658,-7.344249561173576,-1.0426078530720302,0.20857142857142857,-9.436036734921592,-8.39342888184956,-0.6823117293630327,0.2757142857142857,-8.111257227148329,-7.428945497785295
raw,7,2,2,pp,0.1,1.6571765041351316,54,-0.47439351081848147,0.18142857142857144,-7.822560681615557,-7.348167170797075,-1.39148188999721,0.10142857142857142,-7.826718282699585,-6.435236392702375,-1.3739198633602687,0.09285714285714286,-7.891924672467368,-6.518004809107099
raw,7,2,2,do,0.05,0.9326845248540243,61,-0.4746112598691668,0.18142857142857144,-7.821375327110291,-7.346764067241124,-0.27402932916368755,0.3271428571428571,-6.339762766701835,-6.065733437538147,-0.2984478088787624,0.3271428571428571,-6.375838875089373,-6.077391066210611
raw,8,2,3,do,0.1,3.035941243171691,70,-0.47422386373792375,0.18142857142857144,-7.8221917758669175,-7.347967912128993,-0.4392363544872829,0.2814285714285714,-6.5838899145807535,-6.144653560093471,-0.4392363544872829,0.2814285714285714,-6.5838899145807535,-6.144653560093471
raw,8,2,3,pp,0.1,2.7559204339981074,58,-0.4748830018724714,0.18142857142857144,-7.822269703320094,-7.347386701447623,-1.4500953779901777,0.032857142857142856,-6.481761641842978,-5.0316662638528005,-1.5248840728827886,0.03857142857142857,-6.490600092411041,-4.965716019528252
