item_id,hypothesis_id,hypothesis_instance,lr,adaptation_dative,val_performance,best_epoch,train_loss,adaptation_feature_config,state,generalization_dative,generalization_feature_config,logprob
15,2,5,0.1,do,-0.2121889066696161,46,4.5999250411987305,pasdunaldm,initial,do,,-6.46678583838723
15,2,5,0.1,do,-0.2121889066696161,46,4.5999250411987305,pasdunaldm,initial,pp,,-5.581571356455485
15,2,5,0.1,do,-0.2121889066696161,46,4.5999250411987305,pasdunaldm,final,do,,-6.378573644522465
15,2,5,0.1,do,-0.2121889066696161,46,4.5999250411987305,pasdunaldm,final,pp,,-5.473592691951328
15,2,5,0.1,do,-0.2121889066696161,46,4.5999250411987305,pasdunaldm,best,do,,-6.1184875603878135
15,2,5,0.1,do,-0.2121889066696161,46,4.5999250411987305,pasdunaldm,best,pp,,-5.097991132736206
65,7,5,0.1,do,0.11309271653493269,6,5.234289646148682,pasdunildm,initial,do,,-6.461502719647957
65,7,5,0.1,do,0.11309271653493269,6,5.234289646148682,pasdunildm,initial,pp,,-5.575195338990953
65,7,5,0.1,do,0.11309271653493269,6,5.234289646148682,pasdunildm,final,do,,-8.302127193682121
65,7,5,0.1,do,0.11309271653493269,6,5.234289646148682,pasdunildm,final,pp,,-6.432890831099616
65,7,5,0.1,do,0.11309271653493269,6,5.234289646148682,pasdunildm,best,do,,-4.841900218616832
65,7,5,0.1,do,0.11309271653493269,6,5.234289646148682,pasdunildm,best,pp,,-4.371134069230822
466,47,1,0.1,pp,0.09344801743825304,40,3.6711320877075195,nasdmnalim,initial,do,,-6.462267572229559
466,47,1,0.1,pp,0.09344801743825304,40,3.6711320877075195,nasdmnalim,initial,pp,,-5.577296871609158
466,47,1,0.1,pp,0.09344801743825304,40,3.6711320877075195,nasdmnalim,final,do,,-6.908768153913093
466,47,1,0.1,pp,0.09344801743825304,40,3.6711320877075195,nasdmnalim,final,pp,,-5.673852970865037
466,47,1,0.1,pp,0.09344801743825304,40,3.6711320877075195,nasdmnalim,best,do,,-5.139398109551632
466,47,1,0.1,pp,0.09344801743825304,40,3.6711320877075195,nasdmnalim,best,pp,,-4.431381648116641
25,3,5,0.1,do,-0.01561511039733876,4,6.2822723388671875,pasdunalim,initial,do,,-6.465055682442405
25,3,5,0.1,do,-0.01561511039733876,4,6.2822723388671875,pasdunalim,initial,pp,,-5.5777538299560545
25,3,5,0.1,do,-0.01561511039733876,4,6.2822723388671875,pasdunalim,final,do,,-7.374220102483576
25,3,5,0.1,do,-0.01561511039733876,4,6.2822723388671875,pasdunalim,final,pp,,-6.780895702044169
25,3,5,0.1,do,-0.01561511039733876,4,6.2822723388671875,pasdunalim,best,do,,-5.018896387562608
25,3,5,0.1,do,-0.01561511039733876,4,6.2822723388671875,pasdunalim,best,pp,,-4.435593986511231
785,79,5,0.1,do,0.012749185562134002,28,3.902830123901367,nildmnaldm,initial,do,,-6.462024034153331
785,79,5,0.1,do,0.012749185562134002,28,3.902830123901367,nildmnaldm,initial,pp,,-5.572909077008565
785,79,5,0.1,do,0.012749185562134002,28,3.902830123901367,nildmnaldm,final,do,,-7.909595980788723
785,79,5,0.1,do,0.012749185562134002,28,3.902830123901367,nildmnaldm,final,pp,,-7.149797471364339
785,79,5,0.1,do,0.012749185562134002,28,3.902830123901367,nildmnaldm,best,do,,-6.728370877468225
785,79,5,0.1,do,0.012749185562134002,28,3.902830123901367,nildmnaldm,best,pp,,-5.878831995858087
166,17,1,0.1,pp,0.4563289070129395,33,4.072551250457764,naldmnasim,initial,do,,-6.462805024060336
166,17,1,0.1,pp,0.4563289070129395,33,4.072551250457764,naldmnasim,initial,pp,,-5.57641966342926
