item_id,do_score,pp_score
1,-6.412252902984619,-5.465648174285889
2,-6.523613929748535,-5.988151550292969
3,-5.972453594207764,-5.308462142944336
4,-5.411250591278076,-4.891637325286865
5,-7.019766330718994,-6.193310737609863
6,-6.582563877105713,-5.5106048583984375
7,-6.367553234100342,-5.546990394592285
8,-6.854711532592773,-5.549575328826904
9,-5.657255172729492,-5.431533336639404
10,-6.821775913238525,-6.020025730133057
11,-6.277170658111572,-5.472996234893799
12,-5.608207702636719,-5.3899078369140625
13,-5.831720352172852,-5.438782215118408
14,-6.36317253112793,-6.071078777313232
15,-5.396689414978027,-5.041178226470947
16,-6.168341636657715,-5.97447395324707
17,-5.477667331695557,-5.312633037567139
18,-5.776025772094727,-5.483773231506348
19,-6.684290409088135,-6.206124782562256
20,-6.277271747589111,-5.790380001068115
21,-6.726563453674316,-5.760494232177734
22,-5.571728229522705,-4.879453182220459
23,-5.720189094543457,-4.872671127319336
24,-5.639981269836426,-5.1259331703186035
25,-5.829042434692383,-4.958951473236084
26,-6.106823921203613,-5.565822124481201
27,-5.729744911193848,-5.185892105102539
28,-5.921998977661133,-5.185118675231934
29,-5.944723129272461,-5.380131244659424
30,-5.410126209259033,-4.941160678863525
31,-6.766488075256348,-6.345084190368652
32,-6.484524726867676,-6.054344177246094
33,-6.979388236999512,-6.245375633239746
34,-5.604053974151611,-5.291127681732178
35,-6.436704158782959,-6.128043174743652
36,-6.166370391845703,-5.710292816162109
37,-5.702263832092285,-5.631730079650879
38,-6.263132572174072,-5.978803634643555
39,-6.050117492675781,-6.44943380355835
40,-6.401363372802734,-5.968331336975098
41,-5.118189334869385,-4.693552017211914
42,-6.052445411682129,-5.528168678283691
43,-6.565152645111084,-5.638172149658203
44,-5.942866802215576,-5.8232316970825195
45,-6.60598611831665,-5.711517333984375
46,-6.112329959869385,-5.385767459869385
47,-5.899050712585449,-5.277019500732422
48,-6.301877975463867,-5.2719645500183105
49,-6.3827433586120605,-5.853048324584961
50,-6.407932758331299,-5.858551502227783
51,-6.0001091957092285,-5.400546073913574
52,-6.199861526489258,-5.626528263092041
53,-6.3202223777771,-5.639580726623535
54,-5.560966968536377,-5.534200191497803
55,-5.3267130851745605,-4.813541889190674
56,-5.862652778625488,-5.11989164352417
57,-5.708741664886475,-5.29943323135376
58,-6.119626045227051,-5.199903964996338
59,-5.511765480041504,-4.963004112243652
60,-6.2167840003967285,-5.276862144470215
61,-5.181560039520264,-4.834800720214844
62,-6.479125022888184,-6.249654769897461
63,-6.804629325866699,-6.371310234069824
64,-6.175417900085449,-5.989528179168701
65,-5.657537460327148,-4.938270092010498
66,-6.244546413421631,-5.966529846191406
67,-5.635923862457275,-5.61617374420166
68,-5.573843479156494,-5.293169975280762
69,-6.572729110717773,-6.436853885650635
70,-5.678086280822754,-5.267282962799072
71,-6.279818534851074,-6.532404899597168
72,-5.589190483093262,-5.541680335998535
73,-7.1988325119018555,-6.456403732299805
74,-6.405404090881348,-5.8963942527771
75,-5.983438491821289,-5.766668796539307
76,-6.479494571685791,-5.986741065979004
77,-5.749186038970947,-5.580729007720947
78,-5.641661167144775,-5.748345375061035
79,-6.76765251159668,-5.989329814910889
80,-6.754612922668457,-6.3093581199646
81,-6.331332683563232,-6.40689754486084
82,-5.906604290008545,-5.944082260131836
83,-7.477272033691406,-6.6226067543029785
84,-6.915863990783691,-6.131008625030518
85,-6.439180374145508,-5.67106819152832
86,-6.746763229370117,-5.545537948608398
87,-6.9052910804748535,-5.896889686584473
88,-6.452841758728027,-5.540887832641602
89,-6.753200054168701,-5.606630802154541
90,-6.6339826583862305,-6.0396904945373535
91,-6.9162421226501465,-6.352783679962158
92,-6.472872734069824,-6.427191734313965
93,-7.2607245445251465,-6.222265243530273
94,-6.789793014526367,-6.132807731628418
95,-6.650563716888428,-6.351034641265869
96,-7.2452874183654785,-6.159323692321777
97,-5.790492534637451,-5.3876519203186035
98,-6.3498921394348145,-5.77082633972168
99,-7.047933578491211,-6.446988582611084
100,-5.9530863761901855,-5.161965370178223
101,-6.781671047210693,-6.342965126037598
102,-6.69706916809082,-7.018640518188477
103,-8.026487350463867,-7.105964183807373
104,-6.788533687591553,-6.704214096069336
105,-6.844217300415039,-6.991850852966309
106,-6.807208061218262,-6.243040084838867
107,-6.278860092163086,-6.368646621704102
108,-6.323362827301025,-6.486676216125488
109,-6.496607303619385,-5.830758571624756
110,-6.592338562011719,-6.5900726318359375
111,-7.4301862716674805,-6.792672157287598
112,-6.934638500213623,-6.5827717781066895
113,-7.872714996337891,-6.86293888092041
114,-7.751018047332764,-6.667003154754639
115,-7.763546943664551,-7.15391206741333
116,-7.455549716949463,-6.302027702331543
117,-6.6297173500061035,-6.227305889129639
118,-6.931366443634033,-6.547824859619141
119,-7.2741475105285645,-6.61116886138916
120,-7.454513072967529,-6.735337734222412
121,-6.939431190490723,-6.934513092041016
122,-6.853643417358398,-6.874094009399414
123,-6.650490760803223,-5.982426643371582
124,-7.102931976318359,-6.419706344604492
125,-6.98737907409668,-6.386317253112793
126,-7.079876899719238,-6.437141418457031
127,-6.245789051055908,-6.259063720703125
128,-6.5714616775512695,-6.379575729370117
129,-7.004129886627197,-6.582836151123047
130,-6.698295593261719,-6.362668037414551
131,-7.883740425109863,-6.849278450012207
132,-7.936392307281494,-6.734247207641602
133,-8.723100662231445,-7.151650905609131
134,-7.9234209060668945,-6.651203155517578
135,-8.015376091003418,-7.20581579208374
136,-7.093853950500488,-6.0941853523254395
137,-5.230744361877441,-5.058868885040283
138,-5.564175605773926,-5.199554443359375
139,-7.604934215545654,-6.72819185256958
140,-6.765942573547363,-6.142624855041504
141,-5.468417644500732,-5.493610382080078
142,-6.08944034576416,-6.841005325317383
143,-5.78012752532959,-5.549342632293701
144,-6.213004112243652,-6.399540901184082
145,-5.907633304595947,-6.19155216217041
146,-6.715191841125488,-6.248136043548584
147,-6.036656856536865,-6.325300693511963
148,-5.291720390319824,-5.456409454345703
149,-6.275167465209961,-6.641470432281494
150,-6.499700546264648,-6.088639736175537
151,-4.965890407562256,-4.773890495300293
152,-5.449197769165039,-5.250823020935059
153,-5.53262996673584,-5.201412200927734
154,-6.264183521270752,-5.6955718994140625
155,-6.429316997528076,-5.864479064941406
156,-4.970445156097412,-4.7189154624938965
157,-5.424050331115723,-5.586531162261963
158,-5.148967742919922,-5.322114944458008
159,-5.394889831542969,-5.126858711242676
160,-5.505034446716309,-5.098836421966553
161,-4.602787494659424,-4.4625372886657715
162,-5.967904567718506,-5.855871200561523
163,-5.370199203491211,-5.3437299728393555
164,-5.663637161254883,-5.028744697570801
165,-5.38728141784668,-4.9363694190979
166,-5.5192790031433105,-5.405250072479248
167,-4.298806667327881,-4.515931129455566
168,-5.215930461883545,-5.601035118103027
169,-4.803290367126465,-4.868307590484619
170,-5.42479133605957,-5.058233737945557
171,-5.624286651611328,-4.999609470367432
172,-4.195842742919922,-4.1402907371521
