item_id,hypothesis_id,hypothesis_instance,lr,adaptation_dative,generalization_dative,logprob
1,1,1,0.1,do,do,-6.367733135074377
1,1,1,0.1,do,pp,-6.114138392359019
10,1,5,0.1,pp,do,-5.585144451260566
10,1,5,0.1,pp,pp,-5.1271531950682405
100,10,5,0.1,pp,do,-6.429246404021979
100,10,5,0.1,pp,pp,-5.67659502401948
1000,100,5,0.1,pp,do,-6.842322069406509
1000,100,5,0.1,pp,pp,-6.011141885817051
1001,101,1,0.1,do,do,-4.435634227842092
1001,101,1,0.1,do,pp,-4.253653439879417
1002,101,2,0.1,do,do,-6.736823657527566
1002,101,2,0.1,do,pp,-6.2028731748461725
1003,101,3,0.1,do,do,-7.420842257887125
1003,101,3,0.1,do,pp,-6.709495967626571
1004,101,4,0.1,do,do,-6.034155452623963
1004,101,4,0.1,do,pp,-5.988437593728304
1005,101,5,0.1,do,do,-5.18361686207354
1005,101,5,0.1,do,pp,-4.98065061122179
1006,101,1,0.1,pp,do,-5.511007809638977
1006,101,1,0.1,pp,pp,-4.922414613515139
1007,101,2,0.1,pp,do,-6.018789005838334
1007,101,2,0.1,pp,pp,-5.389604315347969
1008,101,3,0.1,pp,do,-6.856829484552145
1008,101,3,0.1,pp,pp,-5.554341211728752
1009,101,4,0.1,pp,do,-5.333195352181792
1009,101,4,0.1,pp,pp,-4.841784892603755
1010,101,5,0.1,pp,do,-5.383295565843582
1010,101,5,0.1,pp,pp,-4.789103894680738
1021,103,1,0.1,do,do,-5.553489353880286
1021,103,1,0.1,do,pp,-5.104295355454087
1022,103,2,0.1,do,do,-5.727106735669077
1022,103,2,0.1,do,pp,-5.147175804525614
1023,103,3,0.1,do,do,-5.5317006558179855
1023,103,3,0.1,do,pp,-5.336966409906745
1024,103,4,0.1,do,do,-5.196737610176205
1024,103,4,0.1,do,pp,-4.932532541453838
1025,103,5,0.1,do,do,-5.277830813452601
1025,103,5,0.1,do,pp,-5.110595871508122
1026,103,1,0.1,pp,do,-5.747652546688914
1026,103,1,0.1,pp,pp,-4.939939058199525
1027,103,2,0.1,pp,do,-5.7893335849046705
1027,103,2,0.1,pp,pp,-4.9047463638707995
1028,103,3,0.1,pp,do,-6.0950073059648275
1028,103,3,0.1,pp,pp,-5.284299547970295
1029,103,4,0.1,pp,do,-5.563185862824321
1029,103,4,0.1,pp,pp,-4.847992978990078
1030,103,5,0.1,pp,do,-6.252068392559886
1030,103,5,0.1,pp,pp,-5.44352954030037
1031,104,1,0.1,do,do,-6.4928591348230835
1031,104,1,0.1,do,pp,-6.061717376112938
1032,104,2,0.1,do,do,-6.144726078584791
1032,104,2,0.1,do,pp,-5.692169179394841
1033,104,3,0.1,do,do,-5.428946575149894
1033,104,3,0.1,do,pp,-5.082980323582888
1034,104,4,0.1,do,do,-5.48621812723577
1034,104,4,0.1,do,pp,-5.305972816050053
1035,104,5,0.1,do,do,-4.440648769959807
1035,104,5,0.1,do,pp,-4.3797154821455475
1036,104,1,0.1,pp,do,-6.3077958390116695
1036,104,1,0.1,pp,pp,-5.746643856540322
1037,104,2,0.1,pp,do,-6.359599312394858
1037,104,2,0.1,pp,pp,-5.920870896801352
1038,104,3,0.1,pp,do,-6.072087060660124
1038,104,3,0.1,pp,pp,-5.360302051901817
1039,104,4,0.1,pp,do,-5.449052881449461
1039,104,4,0.1,pp,pp,-4.963089957088232
1040,104,5,0.1,pp,do,-6.122251034155488
1040,104,5,0.1,pp,pp,-5.528425769880414
1051,106,1,0.1,do,do,-6.513266526162624
1051,106,1,0.1,do,pp,-6.158536995947361
1052,106,2,0.1,do,do,-6.142663927376271
1052,106,2,0.1,do,pp,-5.817776573821902
1053,106,3,0.1,do,do,-5.406042463704944
1053,106,3,0.1,do,pp,-5.29713529124856
1054,106,4,0.1,do,do,-4.406915174797177
1054,106,4,0.1,do,pp,-4.5118010230362415
1055,106,5,0.1,do,do,-5.144426114484668
1055,106,5,0.1,do,pp,-4.916928714513778
1056,106,1,0.1,pp,do,-5.5037591204047205
1056,106,1,0.1,pp,pp,-5.007575162500143
1057,106,2,0.1,pp,do,-6.765785799175501
1057,106,2,0.1,pp,pp,-6.189232940226793
1058,106,3,0.1,pp,do,-4.8832042563706635
1058,106,3,0.1,pp,pp,-4.798937454447151
1059,106,4,0.1,pp,do,-6.956758972257376
1059,106,4,0.1,pp,pp,-6.262619321420789
1060,106,5,0.1,pp,do,-5.9734875921159984
1060,106,5,0.1,pp,pp,-5.2958256483078
1071,108,1,0.1,do,do,-6.067954559624195
1071,108,1,0.1,do,pp,-5.748734255507588
1072,108,2,0.1,do,do,-5.931431219726801
1072,108,2,0.1,do,pp,-5.799952499940991
1073,108,3,0.1,do,do,-5.9960025485605
1073,108,3,0.1,do,pp,-5.648393809050321
1074,108,4,0.1,do,do,-4.94413315281272
1074,108,4,0.1,do,pp,-4.600322093814611
1075,108,5,0.1,do,do,-5.191505973413586
1075,108,5,0.1,do,pp,-5.067741962522268
1076,108,1,0.1,pp,do,-5.772257602959871
1076,108,1,0.1,pp,pp,-5.055901659280062
1077,108,2,0.1,pp,do,-6.546870765835047
1077,108,2,0.1,pp,pp,-5.8348976977169515
1078,108,3,0.1,pp,do,-5.8577497523278
1078,108,3,0.1,pp,pp,-5.462015920132399
1079,108,4,0.1,pp,do,-4.773068904131651
1079,108,4,0.1,pp,pp,-4.2251214710995555
1080,108,5,0.1,pp,do,-5.558685437589884
1080,108,5,0.1,pp,pp,-4.880926153250039
1081,109,1,0.1,do,do,-4.778082060068845
1081,109,1,0.1,do,pp,-4.830114063248038
1082,109,2,0.1,do,do,-4.485600266605616
1082,109,2,0.1,do,pp,-4.340528584271669
1083,109,3,0.1,do,do,-5.7475102208554745
1083,109,3,0.1,do,pp,-5.293451326340437
1084,109,4,0.1,do,do,-5.322668350487947
1084,109,4,0.1,do,pp,-5.208936175704002
1085,109,5,0.1,do,do,-5.848795709758997
1085,109,5,0.1,do,pp,-5.7155725955963135
1086,109,1,0.1,pp,do,-5.491926432773471
1086,109,1,0.1,pp,pp,-5.012602184712887
1087,109,2,0.1,pp,do,-5.569939217716455
1087,109,2,0.1,pp,pp,-5.071441290155053
1088,109,3,0.1,pp,do,-6.083602216094732
1088,109,3,0.1,pp,pp,-5.236609880626202
1089,109,4,0.1,pp,do,-5.946943583711982
1089,109,4,0.1,pp,pp,-5.4887546095997095
1090,109,5,0.1,pp,do,-5.727943800389767
1090,109,5,0.1,pp,pp,-5.320060215145349
11,2,1,0.1,do,do,-4.626012149453163
11,2,1,0.1,do,pp,-4.532217692956328
1101,111,1,0.1,do,do,-5.354342759400606
1101,111,1,0.1,do,pp,-5.185444264113903
1102,111,2,0.01,do,do,-5.888477350771427
1102,111,2,0.01,do,pp,-5.565704109892249
1103,111,3,0.1,do,do,-5.864262138307095
1103,111,3,0.1,do,pp,-5.655962155759335
1104,111,4,0.1,do,do,-5.248425345867872
1104,111,4,0.1,do,pp,-4.917032336443663
1105,111,5,0.1,do,do,-5.75159369558096
1105,111,5,0.1,do,pp,-5.168842401728034
1106,111,1,0.1,pp,do,-5.567351945862174
1106,111,1,0.1,pp,pp,-4.829221016541124
1107,111,2,0.1,pp,do,-7.362025351077318
1107,111,2,0.1,pp,pp,-6.488704206421971
1108,111,3,0.1,pp,do,-5.77532195597887
1108,111,3,0.1,pp,pp,-5.174719852209091
1109,111,4,0.1,pp,do,-6.360654913261532
1109,111,4,0.1,pp,pp,-5.322637443244457
111,12,1,0.1,do,do,-5.546652987226844
111,12,1,0.1,do,pp,-5.395676305145026
1110,111,5,0.1,pp,do,-6.319375138729811
1110,111,5,0.1,pp,pp,-5.395293531566859
1111,112,1,0.1,do,do,-5.188299931585789
1111,112,1,0.1,do,pp,-5.000551233068109
1112,112,2,0.1,do,do,-5.257594843581319
1112,112,2,0.1,do,pp,-4.950805256143212
1113,112,3,0.1,do,do,-6.433123040571809
1113,112,3,0.1,do,pp,-6.233949699252844
1114,112,4,0.1,do,do,-5.332758640125394
1114,112,4,0.1,do,pp,-4.954411974921823
1115,112,5,0.1,do,do,-5.704580613225699
1115,112,5,0.1,do,pp,-5.298551532626152
1116,112,1,0.01,pp,do,-5.89563789665699
1116,112,1,0.01,pp,pp,-5.369067061319948
1117,112,2,0.1,pp,do,-5.6457297258079056
1117,112,2,0.1,pp,pp,-5.148718681186438
1118,112,3,0.1,pp,do,-6.019449554011226
1118,112,3,0.1,pp,pp,-5.667616794630885
1119,112,4,0.1,pp,do,-6.033065051957965
1119,112,4,0.1,pp,pp,-5.668013468384743
112,12,2,0.1,do,do,-5.341433818638325
112,12,2,0.1,do,pp,-4.8407994206994776
1120,112,5,0.1,pp,do,-5.792985341325402
1120,112,5,0.1,pp,pp,-5.315495738759637
113,12,3,0.1,do,do,-4.816820822283626
113,12,3,0.1,do,pp,-4.539270406216383
1131,114,1,0.1,do,do,-5.8851429492235185
1131,114,1,0.1,do,pp,-5.552469484880566
1132,114,2,0.1,do,do,-5.332614237442613
1132,114,2,0.1,do,pp,-5.12991007193923
1133,114,3,0.1,do,do,-6.311092857271433
1133,114,3,0.1,do,pp,-6.004715202748775
1134,114,4,0.1,do,do,-6.158444068580866
1134,114,4,0.1,do,pp,-5.953751404210925
1135,114,5,0.1,do,do,-5.5912529394030575
1135,114,5,0.1,do,pp,-5.400710085779428
1136,114,1,0.1,pp,do,-6.993872489780188
1136,114,1,0.1,pp,pp,-5.911765725538134
1137,114,2,0.01,pp,do,-5.675176653265953
1137,114,2,0.01,pp,pp,-5.1018305968493225
1138,114,3,0.1,pp,do,-6.331774006411433
1138,114,3,0.1,pp,pp,-5.678921917825937
1139,114,4,0.1,pp,do,-5.624778494611382
1139,114,4,0.1,pp,pp,-4.958154050633311
114,12,4,0.1,do,do,-5.6205893464386465
114,12,4,0.1,do,pp,-5.350202977284789
1140,114,5,0.01,pp,do,-5.35185115262866
1140,114,5,0.01,pp,pp,-4.675204039737582
1141,115,1,0.01,do,do,-5.619335138052702
1141,115,1,0.01,do,pp,-5.315976669639349
1142,115,2,0.1,do,do,-5.60999797694385
1142,115,2,0.1,do,pp,-5.251573609933257
1143,115,3,0.1,do,do,-5.909991607069969
1143,115,3,0.1,do,pp,-5.6498091109097
1144,115,4,0.1,do,do,-5.338288053870201
1144,115,4,0.1,do,pp,-5.372277622297406
1145,115,5,0.1,do,do,-6.0860586822032925
1145,115,5,0.1,do,pp,-5.772744186222553
1146,115,1,0.1,pp,do,-5.621223308891058
1146,115,1,0.1,pp,pp,-4.653772075101733
1147,115,2,0.1,pp,do,-5.615618902444839
1147,115,2,0.1,pp,pp,-5.285133276507258
1148,115,3,0.1,pp,do,-5.986668627336622
1148,115,3,0.1,pp,pp,-5.456970220804214
1149,115,4,0.1,pp,do,-5.264998745173216
1149,115,4,0.1,pp,pp,-4.696462434902787
115,12,5,0.1,do,do,-5.055390135198832
115,12,5,0.1,do,pp,-4.780483665317297
1150,115,5,0.01,pp,do,-5.9810034587979315
1150,115,5,0.01,pp,pp,-5.529497346282005
116,12,1,0.1,pp,do,-6.494426268339157
116,12,1,0.1,pp,pp,-5.949393575638533
1161,117,1,0.1,do,do,-5.310134701430798
1161,117,1,0.1,do,pp,-5.129999604821205
1162,117,2,0.1,do,do,-6.027593809738756
1162,117,2,0.1,do,pp,-5.746634131297469
1163,117,3,0.1,do,do,-4.927619748562575
1163,117,3,0.1,do,pp,-4.80882356390357
1164,117,4,0.1,do,do,-6.2172690138220785
1164,117,4,0.1,do,pp,-6.1680929433554414
1165,117,5,0.1,do,do,-6.005238760262728
1165,117,5,0.1,do,pp,-6.049770021811128
1166,117,1,0.1,pp,do,-5.258333298191428
1166,117,1,0.1,pp,pp,-4.88201471529901
1167,117,2,0.1,pp,do,-4.603778737410903
1167,117,2,0.1,pp,pp,-4.186989517882466
1168,117,3,0.1,pp,do,-5.230605025961995
1168,117,3,0.1,pp,pp,-5.0347388833761215
1169,117,4,0.1,pp,do,-6.800921048223972
1169,117,4,0.1,pp,pp,-6.236980485171079
117,12,2,0.1,pp,do,-5.739463730156421
117,12,2,0.1,pp,pp,-4.932860932312906
1170,117,5,0.1,pp,do,-5.2523354351520535
1170,117,5,0.1,pp,pp,-4.7490686442703005
118,12,3,0.1,pp,do,-5.486457270383835
118,12,3,0.1,pp,pp,-4.951699113845825
1181,119,1,0.1,do,do,-5.500451645627618
1181,119,1,0.1,do,pp,-5.092395679652691
1182,119,2,0.1,do,do,-5.62634118758142
1182,119,2,0.1,do,pp,-5.343097098171711
1183,119,3,0.1,do,do,-5.891317053139209
1183,119,3,0.1,do,pp,-5.707214542105794
1184,119,4,0.1,do,do,-5.048933042213321
1184,119,4,0.1,do,pp,-5.156264071539044
1185,119,5,0.1,do,do,-5.615432236343622
1185,119,5,0.1,do,pp,-5.909349929168821
1186,119,1,0.1,pp,do,-6.591497707366943
1186,119,1,0.1,pp,pp,-5.5994910672307014
1187,119,2,0.1,pp,do,-5.499382463470101
1187,119,2,0.1,pp,pp,-5.062155769020319
1188,119,3,0.1,pp,do,-5.0430460091680285
1188,119,3,0.1,pp,pp,-4.682452153041959
1189,119,4,0.1,pp,do,-5.241057563200593
1189,119,4,0.1,pp,pp,-4.699155394360423
119,12,4,0.1,pp,do,-6.48588588424027
119,12,4,0.1,pp,pp,-5.498721603676676
1190,119,5,0.01,pp,do,-5.370691357180476
1190,119,5,0.01,pp,pp,-4.953476069867611
1191,120,1,0.1,do,do,-5.247260373458266
1191,120,1,0.1,do,pp,-4.854956446588039
1192,120,2,0.1,do,do,-6.102421012893319
1192,120,2,0.1,do,pp,-6.19141496270895
1193,120,3,0.1,do,do,-5.461115247756243
1193,120,3,0.1,do,pp,-5.397325366735458
1194,120,4,0.1,do,do,-5.689927396178246
1194,120,4,0.1,do,pp,-5.736138145625591
1195,120,5,0.1,do,do,-5.413641799613833
1195,120,5,0.1,do,pp,-4.832372042909265
1196,120,1,0.1,pp,do,-5.886513629555703
1196,120,1,0.1,pp,pp,-5.039699184149503
1197,120,2,0.1,pp,do,-5.293538415059447
1197,120,2,0.1,pp,pp,-4.757556334510445
1198,120,3,0.1,pp,do,-5.385009663924575
1198,120,3,0.1,pp,pp,-5.062140417098999
1199,120,4,0.1,pp,do,-5.383865329623222
1199,120,4,0.1,pp,pp,-4.920712624490261
12,2,2,0.1,do,do,-6.467268565297127
12,2,2,0.1,do,pp,-6.1914030380547045
120,12,5,0.1,pp,do,-4.9595003694295885
120,12,5,0.1,pp,pp,-4.135106630623341
1200,120,5,0.01,pp,do,-5.711866813153028
1200,120,5,0.01,pp,pp,-5.293194322288036
121,13,1,0.1,do,do,-6.079140910506249
121,13,1,0.1,do,pp,-5.9442929238080975
1211,122,1,0.1,do,do,-5.494026033952832
1211,122,1,0.1,do,pp,-5.449522414430976
1212,122,2,0.1,do,do,-5.542410877719521
1212,122,2,0.1,do,pp,-5.570148597285152
1213,122,3,0.1,do,do,-5.170749243721366
1213,122,3,0.1,do,pp,-5.044768534228206
1214,122,4,0.1,do,do,-5.305732817947865
1214,122,4,0.1,do,pp,-5.62333441413939
1215,122,5,0.1,do,do,-5.156891535967588
1215,122,5,0.1,do,pp,-4.9503110136836765
1216,122,1,0.1,pp,do,-4.494979586079717
1216,122,1,0.1,pp,pp,-3.941379705071449
1217,122,2,0.1,pp,do,-5.68359385728836
1217,122,2,0.1,pp,pp,-5.183344911783934
1218,122,3,0.1,pp,do,-5.550966551527381
1218,122,3,0.1,pp,pp,-4.877858159318566
1219,122,4,0.1,pp,do,-5.574118208885193
1219,122,4,0.1,pp,pp,-5.114465537667274
122,13,2,0.1,do,do,-5.830699830874801
122,13,2,0.1,do,pp,-5.61231386475265
1220,122,5,0.1,pp,do,-5.571511778235435
1220,122,5,0.1,pp,pp,-4.905700717866421
1221,123,1,0.1,do,do,-4.471276867389679
1221,123,1,0.1,do,pp,-4.278009420633316
1222,123,2,0.1,do,do,-4.947341177240014
1222,123,2,0.1,do,pp,-4.7315346706658605
1223,123,3,0.1,do,do,-4.884699827060103
1223,123,3,0.1,do,pp,-4.620880985632539
1224,123,4,0.1,do,do,-5.401531432196498
1224,123,4,0.1,do,pp,-5.153331657499075
1225,123,5,0.1,do,do,-4.843558175861835
1225,123,5,0.1,do,pp,-4.835178551077843
1226,123,1,0.1,pp,do,-5.592204726114869
1226,123,1,0.1,pp,pp,-5.060467395186424
1227,123,2,0.1,pp,do,-6.890985101833939
1227,123,2,0.1,pp,pp,-6.266199197992682
1228,123,3,0.1,pp,do,-4.846197512000799
1228,123,3,0.1,pp,pp,-4.554637617617845
1229,123,4,0.1,pp,do,-4.918847395852208
1229,123,4,0.1,pp,pp,-4.4825569126755
123,13,3,0.1,do,do,-4.899930511415005
123,13,3,0.1,do,pp,-4.749437250569462
1230,123,5,0.1,pp,do,-6.08979235291481
1230,123,5,0.1,pp,pp,-5.656999875977635
124,13,4,0.1,do,do,-4.900753297656775
124,13,4,0.1,do,pp,-4.808947522938252
1241,125,1,0.1,do,do,-5.382641045749187
1241,125,1,0.1,do,pp,-5.089928472414613
1242,125,2,0.1,do,do,-5.839217609912157
1242,125,2,0.1,do,pp,-5.380533842742443
1243,125,3,0.1,do,do,-4.649717896059156
1243,125,3,0.1,do,pp,-4.403100701421499
1244,125,4,0.1,do,do,-5.750800599530339
1244,125,4,0.1,do,pp,-5.396877953782678
1245,125,5,0.1,do,do,-5.561179477907717
1245,125,5,0.1,do,pp,-5.155242923088371
1246,125,1,0.1,pp,do,-5.691036466509104
1246,125,1,0.1,pp,pp,-5.174799443408847
1247,125,2,0.1,pp,do,-5.144391230866313
1247,125,2,0.1,pp,pp,-4.640685224533081
1248,125,3,0.1,pp,do,-4.616793399862945
1248,125,3,0.1,pp,pp,-4.030480916239322
1249,125,4,0.1,pp,do,-6.009361351281404
1249,125,4,0.1,pp,pp,-5.383302984014153
125,13,5,0.1,do,do,-7.34363546743989
125,13,5,0.1,do,pp,-6.716257787495851
1250,125,5,0.1,pp,do,-5.427380392700433
1250,125,5,0.1,pp,pp,-4.79586681034416
1251,126,1,0.1,do,do,-4.930332907661795
1251,126,1,0.1,do,pp,-4.7577106662094595
1252,126,2,0.1,do,do,-5.944833261519671
1252,126,2,0.1,do,pp,-5.695798510313034
1253,126,3,0.1,do,do,-5.122433806210756
1253,126,3,0.1,do,pp,-4.988472448289395
1254,126,4,0.1,do,do,-4.592958740517497
1254,126,4,0.1,do,pp,-4.270268600434065
1255,126,5,0.1,do,do,-5.019518078863621
1255,126,5,0.1,do,pp,-4.892420168593526
1256,126,1,0.1,pp,do,-5.589788032323122
1256,126,1,0.1,pp,pp,-5.135635784640908
1257,126,2,0.1,pp,do,-5.234095020592212
1257,126,2,0.1,pp,pp,-5.160410986840725
1258,126,3,0.1,pp,do,-6.081870800256729
1258,126,3,0.1,pp,pp,-5.561978736519814
1259,126,4,0.1,pp,do,-5.113350401446223
1259,126,4,0.1,pp,pp,-5.063031329959631
126,13,1,0.1,pp,do,-5.8076355520635845
126,13,1,0.1,pp,pp,-5.57245114184916
1260,126,5,0.1,pp,do,-6.6101322002708915
1260,126,5,0.1,pp,pp,-6.238087900355458
127,13,2,0.1,pp,do,-5.497370648384094
127,13,2,0.1,pp,pp,-4.9450063031166795
1271,128,1,0.1,do,do,-5.066369326785207
1271,128,1,0.1,do,pp,-4.955653852969408
