idx,dative,best_lr,best_wd,best_epoch,verbhood_diff,do,pp
0,do,0.05,0.0,7,-0.4639498567581182,-5.155441180142489,-4.899072625901964
0,pp,0.05,0.0,37,3.3202936470508577,-5.008753208680586,-4.401218034161461
0,do,0.05,0.0,14,0.4128284585475921,-4.7185382944164855,-4.326372019449869
0,pp,0.05,0.0,34,2.492667784690857,-5.317222663128015,-4.501117844051785
1,do,0.05,0.0,26,1.2225901055336,-7.207634096434622,-6.927820608350966
1,pp,0.05,0.0,38,2.1773554980754852,-4.5453403516249224,-3.8477462278472054
1,do,0.05,0.0,35,0.6560268986225122,-6.6777934334494855,-6.018101498815748
1,pp,0.05,0.0,46,2.4245443451404567,-4.892065227392948,-4.11903328233295
2,do,0.05,0.0,70,0.24654661655426047,-8.645700226408062,-8.018779712253147
2,pp,0.05,0.0,55,2.449304563999176,-7.341891652887518,-5.606231496069166
2,do,0.05,0.0,3,-1.2281725287437437,-6.361352861288822,-5.77274575498369
2,pp,0.05,0.0,70,2.506550258398055,-5.751750592029456,-4.806904798083835
3,do,0.05,0.0,70,0.37253834724426405,-8.590585772196452,-8.022433625327217
3,pp,0.05,0.0,70,2.179802504777909,-6.091160595055783,-5.574651334020826
3,do,0.05,0.0,5,0.2703536570072167,-5.496484171260487,-4.753555668724908
3,pp,0.05,0.0,70,2.325646698474884,-4.919866011359475,-4.583808890978495
4,do,0.05,0.0,10,0.5122025847435001,-4.841496165593465,-4.376520152886709
4,pp,0.05,0.0,38,1.571476697921753,-5.462186327847568,-4.718448739581638
4,do,0.05,0.0,12,0.12423202753066942,-5.615936717120084,-4.9779211494657725
4,pp,0.05,0.0,18,0.7390565371513373,-5.186363640698519,-4.624111416604784
5,do,0.05,0.0,39,1.5813489508628837,-5.883186401020397,-5.233591527409024
5,pp,0.05,0.0,48,2.390817117691041,-5.099132152037187,-4.553603193495008
5,do,0.05,0.0,40,1.1629538345336918,-8.222152785098913,-7.338817511664496
5,pp,0.05,0.0,37,2.0785987365245813,-5.23179281986121,-4.75397289858924
6,do,0.05,0.0,62,1.720428978204728,-6.690386369011619,-6.176780308617486
6,pp,0.05,0.0,50,3.3818694365024573,-5.28720446210919,-4.5748776276906336
6,do,0.05,0.0,46,0.09076705217361436,-6.792092021306356,-6.828372950024075
6,pp,0.05,0.0,28,3.128109909296036,-4.616367649309563,-4.033580284648472
7,do,0.05,0.0,16,-1.4431913208961484,-7.2618334770202635,-6.905197095870972
7,pp,0.05,0.0,52,1.5473917317390438,-5.596186403794722,-4.803029836548699
7,do,0.05,0.0,70,0.22963296413421652,-8.636936164624764,-9.100707244873046
7,pp,0.05,0.0,70,1.22261737704277,-6.132167191938921,-5.2713595469792685
8,do,0.05,0.0,11,0.5982654726505281,-5.379131516543302,-4.947537093692356
8,pp,0.05,0.0,22,1.9345787107944492,-6.639736502098315,-5.889467737409803
8,do,0.05,0.0,16,1.064053739309311,-5.200824733213945,-4.7238581286536325
8,pp,0.05,0.0,22,1.6571441102027888,-5.666910428711862,-5.17040503554874
9,do,0.05,0.0,70,0.08115445375442576,-11.185971826495546,-10.767367299397787
9,pp,0.05,0.0,35,1.420790861845017,-5.046474030523589,-4.442478399806553
9,do,0.05,0.0,2,-1.4055804479122163,-6.498629226106586,-5.784696380297343
9,pp,0.05,0.0,70,1.3795577931404113,-5.417010220614347,-4.613996209038628
10,do,0.05,0.0,29,1.8016953051090239,-5.35073298107494,-4.49948459731208
10,pp,0.05,0.0,24,2.4042832589149477,-4.507918852025813,-4.549060363239712
10,do,0.05,0.0,39,2.140996190309524,-5.129556329322583,-4.290270381503635
10,pp,0.05,0.0,17,2.166921143531799,-4.7292421947826035,-5.016924775971306
11,do,0.05,0.0,67,1.045140988826751,-6.345273757703376,-5.743705172008938
11,pp,0.05,0.0,48,2.205999083518982,-4.812051820755005,-4.20702850288815
11,do,0.05,0.0,70,1.5037669205665587,-8.580943090265448,-7.799844376246134
11,pp,0.05,0.0,50,2.8127848637104034,-4.536224647001787,-3.9385064959526064
12,do,0.05,0.0,21,-0.6834554719924926,-6.931970282756921,-6.560210148493449
12,pp,0.05,0.0,49,1.6820026230812068,-5.0985695434339116,-4.246776326497396
12,do,0.05,0.0,11,-1.0077278757095334,-5.811118114355839,-5.563855915599399
12,pp,0.05,0.0,20,1.9173716616630552,-4.391860820307876,-3.7511014382044476
13,do,0.05,0.0,22,1.1380889046192184,-8.197808808991404,-6.9678181038962475
13,pp,0.05,0.0,18,3.161507968902587,-5.170141871770223,-5.066602614190844
13,do,0.05,0.0,11,1.0655897808074952,-4.746308286262281,-4.247618831528557
13,pp,0.05,0.0,25,3.022595880031586,-5.805968819242535,-5.477668004565769
14,do,0.05,0.0,31,2.681035882234573,-5.082485964803984,-4.640427875518799
14,pp,0.05,0.0,48,2.914811152219772,-4.308192520430594,-3.9027577082316083
14,do,0.05,0.0,70,0.3625450062751767,-7.860069351485281,-7.711703628963894
14,pp,0.05,0.0,65,2.6005250251293184,-4.623102935155233,-4.150065916114383
15,do,0.05,0.0,22,1.3205429935455326,-4.5166305094054255,-4.075193830331167
15,pp,0.05,0.0,57,3.509601941108704,-4.720064270135128,-3.999143159389496
15,do,0.05,0.0,20,1.3158973050117488,-4.612883284597686,-4.04593043592241
15,pp,0.05,0.0,37,3.5943790888786307,-5.013288268175992,-3.9947678128878277
16,do,0.05,0.0,50,2.188266228437424,-7.119175082987005,-6.7803515328301325
16,pp,0.05,0.0,42,2.450125066041947,-4.497216079451821,-3.858279283841451
16,do,0.05,0.0,61,1.721127537488937,-6.670981635469379,-6.492055151197645
16,pp,0.05,0.0,41,2.5830510318279263,-4.563640993291681,-3.975868750943078
17,do,0.05,0.0,70,0.14979516029357942,-7.53892332423817,-7.5330752584669325
17,pp,0.05,0.0,70,2.6746649527549744,-5.6265643784494115,-4.829055817921956
17,do,0.05,0.0,13,-1.3166559934616089,-7.680045757871685,-7.174650133980645
17,pp,0.05,0.0,70,2.533726747035981,-7.047283532402732,-6.075539257791307
18,do,0.05,0.0,56,2.300577955245971,-6.962623981996016,-6.36099750995636
18,pp,0.05,0.0,54,2.4735356807708744,-8.303456052144368,-7.849393097559611
18,do,0.05,0.0,31,1.827215859889984,-4.816592209266894,-4.5538676566547815
18,pp,0.05,0.0,70,1.2774273300170886,-9.161354905908757,-8.78045084476471
19,do,0.05,0.0,26,2.0771065342426294,-4.700899829286517,-4.301063338915507
19,pp,0.05,0.0,29,3.1978138577938084,-4.146556053739605,-4.057817072338528
19,do,0.05,0.0,70,1.1652477145195004,-8.124119978240042,-7.381922430462307
19,pp,0.05,0.0,48,3.641039295196533,-4.733842248627634,-4.335184517171648
20,do,0.05,0.0,16,1.617126976251602,-4.366052313284441,-4.0686395009358725
20,pp,0.05,0.0,70,1.4689153254032137,-5.409868350173488,-4.866003354390462
20,do,0.05,0.0,22,0.8418341279029846,-5.029046992099646,-4.344425627920363
20,pp,0.05,0.0,9,0.6681423139572145,-4.230714270562837,-3.711882310443454
21,do,0.05,0.0,67,0.9798782861232755,-6.23030679731658,-5.469795232348972
21,pp,0.05,0.0,66,0.5911670041084278,-8.389172452868838,-7.240928867128161
21,do,0.05,0.0,68,0.6249712073802947,-5.872153170903524,-5.418784674008688
21,pp,0.05,0.0,15,0.08878591299056993,-5.52179528872172,-4.542584406005012
22,do,0.05,0.0,70,1.141289079189301,-5.466196138208563,-4.924203340212504
22,pp,0.05,0.0,55,3.194976134300231,-5.280985968040698,-4.179114343060387
22,do,0.05,0.0,37,1.582026425600052,-5.128973625645493,-4.243984233008491
22,pp,0.05,0.0,50,2.5800011074543,-5.060764730337894,-4.231570935249328
23,do,0.05,0.0,70,1.0234658837318413,-7.710373745542584,-7.046020062764486
23,pp,0.05,0.0,37,1.8396997773647303,-5.1744937679984355,-4.755258459515042
23,do,0.05,0.0,20,1.1955061650276182,-6.268435251351558,-5.49817352824741
23,pp,0.05,0.0,36,0.8691156780719762,-5.187927996028553,-4.969275090429518
24,do,0.05,0.0,10,-0.251685845851898,-6.905833286227602,-5.658779427740309
24,pp,0.05,0.0,29,2.088307255506516,-5.033346449245106,-4.338840161429511
24,do,0.05,0.0,10,0.400057718753815,-5.867002594109738,-4.931227996614244
24,pp,0.05,0.0,12,0.83861473441124,-4.755794503472068,-3.9263102187050714
25,do,0.05,0.0,20,1.5066515684127815,-4.960417887658783,-4.89360249042511
25,pp,0.05,0.0,43,2.837723354101181,-5.004399691206036,-4.585971773995293
25,do,0.05,0.0,11,1.2451793682575225,-4.654321026079582,-4.398099319140116
25,pp,0.05,0.0,34,2.379720585346222,-4.878367481809674,-4.475325033399794
26,do,0.05,0.0,20,0.6702988088130946,-6.212767564889156,-6.532592646280924
26,pp,0.05,0.0,15,2.4500107455253604,-4.502429048942797,-3.906454322073195
26,do,0.05,0.0,70,0.1380150842666623,-6.996838617324829,-7.756524679395888
26,pp,0.05,0.0,21,2.1728843629360197,-5.2547663154024065,-4.839026705423991
27,do,0.05,0.0,70,-0.32831042766571095,-7.6179751670721805,-7.481563398573134
27,pp,0.05,0.0,46,1.753984467983246,-5.422587981368556,-4.363640026251475
27,do,0.05,0.0,70,1.3213673567771913,-6.050068788817435,-5.693248926268684
27,pp,0.05,0.0,14,1.536256017684937,-4.539224123232293,-3.893204074435764
28,do,0.05,0.0,10,0.21609355211257952,-5.44132070685878,-4.636079086197747
28,pp,0.05,0.0,40,3.9784699916839603,-6.393420856649225,-5.744001290533277
28,do,0.05,0.0,70,1.0004204213619232,-6.469481984051791,-6.831454894277784
28,pp,0.05,0.0,70,2.4166799545288082,-6.178327541640311,-5.591272756788466
29,do,0.05,0.0,38,1.45428207039833,-5.5669117898652045,-4.975570854875777
29,pp,0.05,0.0,30,1.116495997905731,-5.423093629605843,-4.6314610375298395
29,do,0.05,0.0,32,2.2913894367218024,-4.879826960419163,-4.080842414167193
29,pp,0.05,0.0,54,1.1193532514572144,-6.4147111777103305,-5.457162186834547
30,do,0.05,0.0,14,1.5812803947925564,-4.491390628525705,-3.953501013914744
30,pp,0.05,0.0,13,1.4814213907718665,-4.3671413855119185,-4.192293821440803
30,do,0.05,0.0,17,1.871675261259079,-5.410731699972442,-4.461735897594028
30,pp,0.05,0.0,10,1.4349298465251925,-4.449063555399577,-4.387859635882908
31,do,0.05,0.0,67,1.6801307332515716,-6.823071393099698,-6.30329872502221
31,pp,0.05,0.0,19,1.4285722565650936,-5.289215204932473,-4.6639508856667415
31,do,0.05,0.0,66,1.7947828280925746,-5.978865148081924,-5.317140568627251
31,pp,0.05,0.0,14,0.8158972322940832,-4.961732441006284,-4.38632005850474
32,do,0.05,0.0,70,1.353028484582901,-6.136104846723152,-5.781423407130771
32,pp,0.05,0.0,66,1.4497373342514042,-6.340506670691751,-5.364952731132507
32,do,0.05,0.0,52,1.5154484713077538,-6.642087433554909,-6.347178512149387
32,pp,0.05,0.0,43,1.553989725112915,-5.205435684955481,-4.467992364035712
33,do,0.05,0.0,70,1.782569952011107,-7.255971272786458,-6.781353783607483
33,pp,0.05,0.0,17,1.9589810645580288,-5.2629078301516445,-5.047027206420898
33,do,0.05,0.0,26,1.1280111038684844,-5.357946157455444,-5.136947459644741
33,pp,0.05,0.0,15,1.3084756231307981,-5.55206123120857,-5.218319484922621
34,do,0.05,0.0,23,2.367463215589523,-5.126554445786909,-5.196033329433865
34,pp,0.05,0.0,70,1.5543606758117674,-5.13474338126905,-4.450675254397922
34,do,0.05,0.0,34,2.1460132312774656,-4.747873557697643,-4.30639507373174
34,pp,0.05,0.0,28,2.1198478662967686,-4.716770812236901,-4.1482147971789045
35,do,0.05,0.0,48,1.1366773140430446,-4.985266786633116,-4.236278365717994
35,pp,0.05,0.0,11,1.937170147895813,-4.360368748867151,-3.8324318567911786
35,do,0.05,0.0,47,2.5060755825042733,-4.980930898406289,-4.205550736851162
35,pp,0.05,0.0,26,2.2522091698646536,-5.292836861176924,-4.213826229837205
36,do,0.05,0.0,23,1.480639146566392,-5.647307654583093,-5.485178754064772
36,pp,0.05,0.0,45,1.7721000850200648,-6.274990324540572,-5.21284458372328
36,do,0.05,0.0,51,0.7800763428211219,-7.367115938302242,-6.712633011076186
36,pp,0.05,0.0,38,2.5283100891113284,-5.643259672685103,-4.962951397895813
37,do,0.05,0.0,70,4.037198998928069,-5.572729768175067,-5.067402460840014
37,pp,0.05,0.0,36,2.9890837359428417,-4.839251044302276,-4.24285378323661
37,do,0.05,0.0,49,3.377160984277726,-5.309419805353338,-4.591902934180366
37,pp,0.05,0.0,28,2.677539441585541,-4.853470270561449,-4.227843289905124
38,do,0.05,0.0,70,1.5031820750236502,-6.749517683549361,-6.137258789274427
38,pp,0.05,0.0,70,2.8982429146766666,-7.923311906872374,-7.278402911292182
38,do,0.05,0.0,17,2.104997682571411,-4.657353493661591,-4.233489798174964
38,pp,0.05,0.0,13,1.7028925371170045,-4.612443961519183,-4.274972560670641
39,do,0.05,0.0,54,2.303292437791824,-4.614782170093421,-4.205508942074246
39,pp,0.05,0.0,20,2.024747647047043,-4.504178113648385,-4.185255278481377
39,do,0.05,0.0,27,1.9981670856475837,-4.280674054405906,-3.6659360925356546
39,pp,0.05,0.0,29,2.561935023069382,-4.590097242413145,-4.319433898395962
40,do,0.05,0.0,10,1.1987252080440518,-4.07352069941434,-3.7980037993854947
40,pp,0.05,0.0,34,2.430414510965347,-5.67000869548682,-4.718307553397285
40,do,0.05,0.0,11,1.1610980343818662,-4.3698724934549045,-3.8961726162168713
40,pp,0.05,0.0,22,1.7118141424655917,-4.939793041980628,-4.388635081715054
41,do,0.05,0.0,18,-0.20258600831031792,-6.106332057895083,-6.096956298086378
41,pp,0.05,0.0,24,1.5227424204349518,-4.592096272381869,-3.823276028368208
41,do,0.05,0.0,28,-0.23586739540100154,-7.652515631011038,-7.447671111424764
41,pp,0.05,0.0,24,1.984124838113785,-4.500366489814989,-3.7914443174997965
42,do,0.05,0.0,61,3.0485268509387966,-5.40083829128381,-4.640772806273566
42,pp,0.05,0.0,59,2.4944837319850928,-5.912892678289703,-4.843793143166436
